name,score
forgemo_bittrex-java-client,1
TrestleAdmin_trestle,1
gushphp_ToInlineStyleEmailBundle,0
envato_event_sourcery_todo_app,1
Hosiang1026/Hosiang1026.github.io,0
siddharthkp_bundlesize,1
filestack_filestack-ruby,1
Terabee/teraranger_array,1
abuccts_wikt2pron,1
Frederikam_Lavalink,1
catamphetamine_libphonenumber-js,1
Donaldcwl_browser-image-compression,0
yadahan_laravel-cardcom,0
ManageIQ_manageiq-messaging,1
ONSdigital_rm-common-test-framework,1
cncf/devstats,0
morishitter/picostyle,1
dyonir_vue2-persian-datepicker,0
lucajackal85_ImageMerge,0
hikaruna_rolling,1
serverless-heaven_serverless-webpack,1
brwyatt_puppet-flatpak,0
zeeguu-ecosystem_Zeeguu-Core,1
wultra/powerauth-webflow,1
culturagovbr_salic-minc,0
bublejs/buble,1
AO-StreetArt_Adrestia,1
kostopoulos_todo_mvc,0
inpsyde_MetaboxOrchestra,1
TeleMidia_ginga,1
horde_Url,1
corphish_NightLight,1
phoboxhq/phobox,1
dunwu/spring-tutorial,1
tna0y_Python-random-module-cracker,0
darryldecode_laravel-starter-kit,0
hazimehh_L0Learn,1
art-of-dom_hash-it,1
austintoddj/zoom,0
freyo_laravel-queue-cmq,1
microsoft/fastlane-plugin-appcenter,1
Vizzuality_trase,1
dreipol_vue-fetch-route,0
snebes_php-daisydiff,1
ihaohong_algs,0
microsoft/pai,1
Shopify_cli-ui,1
rishiqing_rishiqing-electron,0
zinhart_ann,1
Idrinth_php-yaml-facade,1
CruGlobal_kirby,0
vonpupp_dotfiles-ansible,0
tronprotocol_java-tron,1
MC-U-Team_Useful-Backpacks,1
sergeyklay_php-orm-benchmark,1
DomRe/galaxy,1
spryker_cms-block-product-storage,1
spryker_product-image,1
spryker_company-unit-address,1
spryker_api-query-builder,1
spryker_product-label-discount-connector,1
ambimax_magento-module-ambimax-lazycatalogimages,0
dimagi_commcare-cloud,1
Echsecutor_bitcoin_trading.echse,1
gkjohnson_urdf-loaders,0
Dynatrace_openkit-java,1
rickfast_consul-client,1
NTIA_scos-sensor,1
reikdas_Small-Scripts,1
OpenLiberty/guide-microprofile-opentracing,1
dina-web-nrm/dina-collections,1
Adyen/adyen-mirakl,1
joshka/junit-json-params,1
X-dea/MultiLocker,1
lttb_reselector,1
foxtacles_rj_schema,0
chaoss_grimoirelab-perceval-puppet,0
construct-org_construct,1
Jvanrhijn_CXXfoil,1
qiwi_di-container,0
AJEETX_LongTask,0
CDAT_vcdat,1
pippo-java_pippo,1
kylesferrazza_jerrymercogliano,1
hspsh/whois,1
gkatzioura_CloudStorageMaven,0
clupprich_pronto-yard,0
cylon-v_dandy,1
ChargePoint/pydnp3,0
ballerina-platform/ballerina-lang,1
asgrim_quality-tutorial,0
NeilJustice/ZenUnitAndMetalMock,1
Paparoni_goatapp,0
compbiocore_qckitfastq,0
appserver-io_console,0
DIYer22/boxx,0
openknowledge_reactive-jaxrs,1
sigoden_htte,0
node-3d_image-raub,1
amadeus4dev_amadeus-java,1
JeffValenti_SME,1
inthemill_istanbul-tolerant-merge,0
puppetlabs_pdksync,1
LucaCappelletti94_dictances,1
asciidoctor_kramdown-asciidoc,1
Giorgiosaud_wedcontest2018,0
spatie_typed,1
lschoe_mpyc,1
groupdocs-total_GroupDocs.Total-for-Java-Dropwizard,1
jcarreira_cirrus,1
AraBlocks_did-document-public-key,1
FromDoppler_relay-webapp,1
IdentityPython/JWTConnect-Python-OidcMsg,1
south37_yard2steep,1
volcoma_itc,1
grahamhar_aws-rotate,0
jaridmargolin_wss-manager,0
zcobell_ADCIRCModules,1
forrest79_DeployPhp,0
gizatt_pydrake_kuka,0
EMBL-EBI-SUBS_file-processing-listener,1
woocommerce/woocommerce-admin,1
proseline_paid.proseline.com,0
private-datagram_pdg-core,1
fwilliams_numpyeigen,1
gkjohnson/threejs-sandbox,0
research-technologies_hull_synchronizer,1
project-sunbird_sunbird-content-editor,1
jlib-framework_jlib-iterable,0
popovvladislav_job4j,1
fusion-jena_JaroWinklerSimilarity,0
adgproject_adg,1
henroca_react-material-keyboard,0
platformio_platform-intel_mcs51,0
esac-ic_esac.nl,0
jackmoody11_stockscore,0
adomant_blog_finally,0
hyperflow-wms_hyperflow,1
Phyrone_LibLoader,0
AteneoMolinaDeSegura_jekyll,0
vmangos_core,1
mahmoud-birdsol_laravel-api-responses,0
tip-grupo-2/biblo,1
etalab_rna_as_api,1
martinfehrs/whirl,1
yeutech-lab_wallpapers-yeutech,1
walley_guidepost,1
bmlt-enabled/bmlt_tabbed_map,0
vcalderon2009_Red_Sequence_Evolution,0
bitcoin-computer/bitcoin-source,1
KState-HEP-HTT_SMHTT_Analyzers,0
wavefrontHQ_wavefront-sdk-python,1
qossmic/rich-model-forms-bundle,1
amiroff157/smarthaus,1
relative-ci_agent,0
DigitalWPI_digitalwpi,0
pyromoney_pyromoney-api,0
audionamix_rtff,1
elopez17/Soundwave,0
voxpupuli_puppet-vault_lookup,0
pjc0247_rookie.lang,1
nzw0301_tokenizer,0
madhephaestus_ESP32Encoder,1
Layto888_laylib,1
KSIUJ/ksicamp-the-game,0
ecaepp_ansible_role_nginx,0
HofSpannungMotorsport_CarSoftware,0
dolatapatryk1_text-transformer,0
Umar-Eh_Getting-a-jump-on-crime,0
talenfisher_x3p.js,0
privrja_bbdgnc,1
jvcleave_ofxOMXCamera,0
LuomingXu/OAuth,1
AlexandruGhergut_find-me-a-buddy,0
jczaja_test-openmp,1
alexandrebignalet_es-get-removed-subscribers,0
Idrinth_lwv,0
alexloboda_SVDFunctions,0
mincong-h_jaxrs-2.x-demo,1
abdes_asap_app_imgui,1
NAL-i5K_tripal_eutils,0
WGBH-MLA_pbcore,1
ncastilho/penfold-api,0
phpactor/code-transform-extension,0
yodaos-project/edge-monitor,1
kato_kato-ui,0
Soapbox/GoodTalk-Webhooks,0
gradle_playframework,1
bluemarblepayroll_differential,1
VerizonAdPlatforms_OneMobileSDK-controls-android,1
JaneliaSciComp_elk-utilities,0
mehrmann_raytracing,0
kamo-naoyuki_pytorch_complex,0
kquiet_auto-browser,1
collabook_interface,0
briancairl_twod,1
sburgess287_blog-app-mongoose-challenge-solution,0
Seagate_openSeaChest_LogParser,1
psfs_nosql,1
andrea-lascola_Pytoolz,0
carsevbarus_decide-test,0
ebru/sending-messages,0
neka-nat_dq3d,1
PODEntender/estatista,0
eclipse/dartboard,1
zli117/EInk-Calendar,1
OLC-Bioinformatics/StrainChoosr,0
mrtrizer_mojito-reflection,0
flubshi_pvr.waipu,0
trinodb/tempto,1
ericrochow_continuous-integration-travis,0
GermaniaKG_Tracking,0
moveability_moveability,0
trjahnke_djangoPolls,0
adopted-ember-addons_ember-impagination,1
patrikx3_verdaccio-cli,0
PrincetonUniversity_IMDb,1
iobroker-community-adapters_ioBroker.proxmox,1
acc-cosc-1337-spring-2019_acc-cosc-1337-spring-2019-k1788723,1
Lartu_ldpl,1
iesdonana_mueveme-barba,1
alan-turing-institute_CleverCSV,1
vitessce/vitessce,1
konuralp_myDemoApp,0
wanze_SeoMaestro,1
1846689910/type-18-hek,1
yarynakorduba_public-transport-networks,0
gomexvato_mm,1
q-flux_SOEN341,0
andrascii_cpprobotparser,1
cs3243-project-group-18_poker-ai,0
asherbar_InspectorDB,0
yildiz-online_common-logging-logback,1
mariazevedo88_json-formatter-validator,1
netguru-college/vol4-dugong,0
gammasoft71/tunit,1
gluehbirnenkopf_gradle-jib,0
suitmedia_frontend-lighthouse-audit,0
Justin-ad-Park_spring-webservice,0
kojimain_club-groupware-app,0
juliuste_zhv-de,0
spot-next_core-next,1
BigRedEye_cpparg,1
instantbox_instantbox,1
TGLS_4806project,0
icewing1996_biaffine-parser,1
andrewbonney_mdns-debugger,0
hawaiidatascience/metaflowmics,0
joshuaalpuerto_one-piece-skills,0
shubhra11mishra_pal-tracker,0
chuqianyiding_blankmath,1
NCEC20182019_Scheduler,0
Javernaut_WhatTheCodec,1
Infineon_BlockchainSecurity2Go-Android,1
healeycodes_EmojiStreamer,0
asaschachar_optimizely-manager-js,0
criesbeck_thinking-with-hooks,0
lbox87_smite-randomizer-client,0
opengrav_gmeterpy,0
tacoss/logro,0
Winfidonarleyan_kargatum-system,1
learnweb_moodle-mod_collabora,1
svl-studios_google-fonts,0
mwibrow_sphinx-sass,0
BzCoder_SmartMediaPicker,0
arhaikal_veriffymycar,0
amanzanero_shpe-tutor-scheduler,0
ahartoto_booklib,0
yodaos-project_node-flora,1
japzio/docker-registry-helpers,0
varwishteam_varwish-fe,0
ssistoza_pokemon-viewer,0
keita-hino_todo,0
UNN-ITMM-Software_devtools-course-practice,0
pro-mushen_uploader-images,0
sabbir-rupom/akaash-rest-api,1
liuxsen_date-api,0
77web_DependencyAnalyzerUsage,1
Zarad1993_dyc,1
egotter_egotter,0
maslick_bruncher,0
NullHypothesis_bridgedb,1
zzdhidden_wechat-next,0
skalenetwork_libBLS,1
AaronRobson_py-elementary-cellular-automaton,1
tastypackets_x12-parser,0
briefmnews/django-esidoc,0
pdobb_pronto-bundler_audit,0
magic-modules_magic-modules.github.io,0
nimiq_core-js,1
psf/black,1
am2222_pydggrid,1
notmarkmiranda_memento_mori,0
analogwp/analogwp-templates,0
miguno_ksql-udf-examples,0
HonoluluHenk_gcmonitor,1
hecom-rn_IncUpdate,0
KWZwickau_SPHERE-Framework,1
witte_Metronome,0
kmels/SigPyParser,1
Calvin-L_backup,1
thoward27_algorithms,1
ArcSigov_otus-homework4,0
