"moai/moai-dev";"0.8314132104454686";"10";"1";"0.16007161768833253";"65.14545454545454";"0";"0.38181818181818183";"385673";"3423622";"active";"853";"0";"0"
"ModeShape/modeshape";"0.9563318777292577";"4";"1";"0.2589723671068694";"38.203007518796994";"1";"0.42857142857142855";"270660";"667740";"dormant";"211";"0";"90"
"puppetlabs/hiera";"0.84";"35";"1";"0.10588497547926884";"10.06060606060606";"1";"0.1414141414141414";"3077";"8022";"dormant";"290";"0";"90"
"tinymce/tinymce";"0";"16";"1";"0.08109215386855284";"140.14450867052022";"1";"1.2196531791907514";"252742";"542786";"active";"8867";NULL;"70"
"shutterstock/rickshaw";"0.01639344262295082";"19";"1";"0.045739046701974";"5.598039215686274";"1";"0.21568627450980393";"9247";"27748";"dormant";"6480";"0";"70"
"puppetlabs/puppetlabs-mysql";"0.8309859154929577";"86";"1";"0.07132896388230373";"18.17543859649123";"1";"0.3684210526315789";"5939";"26638";"active";"379";"0";"90"
"jfirebaugh/konacha";"0.8947368421052632";"3";"1";"0.3315542969175471";"6.754385964912281";"1";"0.14035087719298245";"1567";"24548";"dormant";"1070";"0";"90"
"mavlink/qgroundcontrol";"0.8708751793400287";"18";"1";"0.07478000870503189";"135.5703125";"1";"2.421875";"215778";"1955656";"active";"1683";"0";"90"
"RubyMoney/money";"0.975609756097561";"55";"1";"0.14135968852949984";"10.70138888888889";"1";"0.22916666666666666";"4461";"17202";"active";"2341";"0";"90"
"facebook/facebook-android-sdk";"0.9653916211293261";"24";"0";"0.23788751482297138";"13.881889763779528";"1";"0.2283464566929134";"63707";"143960";"active";"5266";"0";"85"
"mumble-voip/mumble";"0.9436619718309859";"8";"1";"0.03351165041341846";"47.63934426229508";"1";"0.7049180327868853";"99134";"1120506";"active";"3584";"0";"90"
"imageworks/OpenShadingLanguage";"0.9693251533742331";"3";"1";"0.15726164133857115";"17.292517006802722";"1";"0.2925170068027211";"66533";"172908";"active";"1329";"0";"90"
"novus/nvd3";"0.01639344262295082";"35";"1";"0.07665253688243896";"40.586666666666666";"1";"1";"29269";"99764";"dormant";"7075";"0";"70"
"kakserpom/phpdaemon";"0.8650137741046832";"3";"1";"0.3210423026602704";"17.182539682539684";"1";"0.07936507936507936";"30279";"62274";"active";"1525";"0";"90"
"sympy/sympy-bot";"0.9230769230769231";"1";"1";"0.10141607663473552";"14.846153846153847";"1";"0.15384615384615385";"3322";"8630";"active";"13";"0";"70"
"puppetlabs/puppetlabs-ntp";"0.06666666666666667";"44";"1";"0.06653447896012338";"9.042735042735043";"1";"0.17094017094017094";"1450";"8474";"active";"142";"0";"70"
"mercadolibre/chico";"0.015873015873015872";"5";"1";"0.37031802120141344";"36.76288659793814";"1";"0.4639175257731959";"14018";"51678";"dormant";"342";"0";"70"
"chef-cookbooks/chef-client";"0.19047619047619047";"35";"1";"0.10583768391077361";"12.533898305084746";"1";"0.2033898305084746";"1566";"7536";"active";"183";"0";"70"
"Codeception/Codeception";"0.7386363636363636";"42";"0";"0.2050229344810012";"64.1574074074074";"1";"1.8703703703703705";"23583";"56154";"active";"4206";"0";"85"
"piwik/piwik";"0.9273642574613449";"12";"1";"0.14193897375338083";"169.25625";"1";"3.40625";"258370";"2252496";"active";"14050";"0";"90"
"travis-ci/travis-cookbooks";"0";"11";"1";"0.19178286481246737";"39.330357142857146";"1";"0.32142857142857145";"0";"65034";"active";"665";NULL;"70"
"svenfuchs/rails-i18n";"0.8599033816425121";"171";"1";"0.008421678390964034";"12.952054794520548";"1";"0.21232876712328766";"2705";"60048";"active";"3665";"0";"90"
"plataformatec/devise";"0.8818565400843882";"89";"1";"0.1662821871687761";"27.67910447761194";"1";"1.3208955223880596";"11885";"26744";"active";"21316";"0";"90"
"jruby/warbler";"0.9017467248908297";"4";"1";"0.1381349224824247";"6.414012738853503";"1";"0.10828025477707007";"16476";"37024";"active";"849";"0";"90"
"apache/hive";"0.9907560706401766";"59";"1";"0.14738358353586264";"102.61904761904762";"1";"0.4013605442176871";"1505433";"4163534";"active";"3485";"0";"90"
"naparuba/shinken";"0.9401709401709402";"12";"1";"0.24967100534132505";"71.25833333333334";"1";"0.5583333333333333";"43449";"135700";"dormant";"1110";"0";"90"
"thoughtbot/suspenders";"0.6576576576576577";"29";"1";"0.012420785804816223";"8.032";"1";"0.288";"2730";"7792";"active";"3620";"0";"90"
"serge-sans-paille/pythran";"0.7447916666666666";"2";"1";"0.1422303157480046";"31.08490566037736";"1";"0.5377358490566038";"32526";"853510";"active";"1484";"0";"90"
"omeka/Omeka";"0.9904605263157895";"5";"1";"0.23370126479795203";"32.764367816091955";"1";"0.1839080459770115";"286582";"1998996";"active";"341";"0";"90"
"ruby/ruby";"0.9818085947798576";"27";"1";"0.10702802651215872";"234.28363636363636";"1";"0.4763636363636364";"845882";"2603992";"active";"17615";"0";"90"
"Dolibarr/dolibarr";"0.9571609632446134";"9";"1";"0.21005902729493514";"413.2914798206278";"1";"2.3632286995515694";"868942";"3044818";"active";"2209";"0";"90"
"symphonycms/symphony-2";"0.9565217391304348";"12";"1";"0.3199843192982886";"46.594202898550726";"1";"0.5869565217391305";"36970";"111018";"dormant";"541";"0";"90"
"phalcon/cphalcon";"0.9889129910821884";"14";"1";"0.15254279750579183";"135.89622641509433";"1";"2.7264150943396226";"148388";"1285418";"active";"10353";"0";"90"
"gephi/gephi";"0.746661429693637";"2";"1";"0.2694592948501049";"33.52173913043478";"1";"0.5434782608695652";"119730";"323856";"active";"4104";"0";"90"
"concord-consortium/rigse";"0.949671772428884";"9";"1";"0.08580774922457357";"93.78873239436619";"1";"0.22535211267605634";"71939";"399076";"active";"8";"0";"90"
"Eyescale/Equalizer";"0.9858044164037855";"4";"1";"0.22719060523938572";"58.27745664739884";"1";"0.1329479768786127";"73508";"157412";"dormant";"178";"0";"90"
"basho/riak-python-client";"0.9666666666666667";"11";"1";"0.2576062553224433";"15.452631578947368";"1";"0.2";"16435";"38358";"dormant";"324";"0";"90"
"fatfreecrm/fat_free_crm";"0.8994082840236687";"6";"1";"0.13888745770862315";"38.070422535211264";"1";"0.21830985915492956";"22339";"100280";"active";"3252";"0";"90"
"spree-contrib/spree_i18n";"0.39473684210526316";"106";"1";"0.001184310257705912";"10.528455284552846";"1";"0.24390243902439024";"645";"126506";"active";"337";"0";"50"
"jenkinsci/warnings-plugin";"0.948051948051948";"2";"1";"0.2198716530205798";"26.436241610738254";"1";"0.040268456375838924";"12332";"35254";"active";"71";"0";"90"
"shoes/shoes4";"0.9798534798534798";"8";"1";"0.09150169828798847";"51.65853658536585";"1";"0.6585365853658537";"25632";"52960";"dormant";"1475";"0";"90"
"adhearsion/adhearsion";"0.979757085020243";"5";"1";"0.06500383539950016";"21.85135135135135";"1";"0.1554054054054054";"27969";"75572";"dormant";"596";"0";"90"
"earwig/mwparserfromhell";"0.9818181818181818";"2";"1";"0.2648878576952823";"8.485436893203884";"1";"0.0970873786407767";"6196";"22812";"active";"424";"0";"90"
"wxWidgets/wxWidgets";"0.9142200663773296";"12";"1";"0.22819937813197805";"257.4259259259259";"0";"0.26666666666666666";"928220";"3230336";"active";"3404";"0";"0"
"thoughtbot/paperclip";"0.9790209790209791";"111";"1";"0.05514662234358304";"13.059602649006623";"1";"0.5960264900662252";"13060";"31834";"dormant";"9060";"0";"90"
"mantisbt/mantisbt";"0.9553191489361702";"13";"1";"0.23596663906694668";"51.708333333333336";"0";"0.225";"73360";"278672";"active";"1289";"0";"0"
"jruby/activerecord-jdbc-adapter";"0.8155555555555556";"8";"1";"0.13254203758654798";"26.75581395348837";"1";"0.21511627906976744";"19256";"57882";"active";"457";"0";"90"
"KnpLabs/Gaufrette";"0.9186046511627907";"30";"1";"0.22985479495771502";"8.767241379310345";"1";"0.19827586206896552";"7312";"19306";"active";"2336";"0";"90"
"NUBIC/surveyor";"0.9285714285714286";"4";"1";"0.1059533721898418";"19.142857142857142";"1";"0.2857142857142857";"7464";"60130";"dormant";"748";"0";"90"
"Netflix/Priam";"0.9745454545454545";"14";"1";"0.2556777645659929";"12.945454545454545";"1";"0.2818181818181818";"23512";"50078";"active";"988";"0";"90"
"mootools/mootools-core";"0.014705882352941176";"14";"1";"0.08623272135918175";"28.5625";"0";"0.2421875";"14573";"42704";"dormant";"2598";"0";"0"
"convio/watirmark";"0.95";"8";"1";"0.03227091633466136";"18.58695652173913";"1";"0.043478260869565216";"4528";"9716";"dormant";"18";"0";"90"
"OpenCPN/OpenCPN";"0.7913247362250879";"7";"1";"0.15667604350964975";"82.27480916030534";"1";"0.549618320610687";"472495";"2866588";"active";"587";"0";"90"
"celery/celery";"0.9015384615384615";"6";"1";"0.16218349227227885";"82.5179856115108";"1";"1.5683453237410072";"50514";"152868";"active";"16396";"0";"90"
"Warzone2100/warzone2100";"0.9606299212598425";"11";"1";"0.27618360496377414";"83.89005235602095";"1";"0.2513089005235602";"213149";"1906156";"active";"1490";"0";"90"
"enthought/chaco";"0.9234234234234234";"27";"1";"0.23709140924337904";"14.524691358024691";"1";"0.12345679012345678";"43450";"108716";"active";"240";"0";"90"
"unepwcmc/SAPI";"0.9043771043771044";"4";"1";"0.23471507542490957";"93.00980392156863";"1";"0.2647058823529412";"57239";"304288";"active";"14";"0";"90"
"nostra13/Android-Universal-Image-Loader";"0.925531914893617";"1";"1";"0.39013419849579706";"10.38";"1";"0.46";"7237";"16542";"dormant";"16765";"0";"70"
"jubatus/jubatus";"0.9712918660287081";"10";"1";"0.15361961715298855";"38.36666666666667";"1";"0.4666666666666667";"18949";"56330";"dormant";"701";"0";"90"
"travis-ci/travis-build";"0.9494047619047619";"19";"1";"0.019809119830328736";"61.93636363636364";"1";"0.5818181818181818";"21274";"46216";"active";"641";"0";"90"
"thoughtbot/clearance";"0.8632478632478633";"14";"1";"0.1239764166393711";"10.916083916083917";"1";"0.21678321678321677";"3961";"10698";"active";"3351";"0";"90"
"openmrs/openmrs-core";"0.9830220713073005";"18";"1";"0.24423780409813";"64.77142857142857";"1";"0.7028571428571428";"126698";"472696";"active";"949";"0";"90"
"PX4/Firmware";"0.8920780711825488";"23";"1";"0.36658855683882247";"316.70093457943926";"1";"5.121495327102804";"214816";"591434";"active";"4061";"0";"90"
"puppetlabs/puppetlabs_spec_helper";"0.75";"41";"1";"0.08005464480874316";"5.462264150943396";"1";"0.10377358490566038";"1904";"6734";"active";"121";"0";"90"
"rubygems/rubygems.org";"0.8932461873638344";"15";"1";"0.027177235591618963";"53.21582733812949";"1";"0.6258992805755396";"19216";"70016";"active";"1919";"0";"90"
"ekylibre/ekylibre";"0.9844435580374951";"6";"1";"0.09047958870639633";"100.09655172413792";"1";"0.593103448275862";"112695";"1672146";"active";"244";"0";"90"
"pda/pheanstalk";"0.9714285714285714";"7";"1";"0.22116349047141423";"2.300699300699301";"1";"0.055944055944055944";"2721";"6212";"active";"1781";"0";"90"
"ulfurinn/wongi-engine";"0.9425287356321839";"1";"1";"0.024411134903640257";"2.7676767676767677";"1";"0.030303030303030304";"4457";"9112";"active";"410";"0";"70"
"thoughtbot/factory_girl_rails";"0.5909090909090909";"16";"1";"0.017433751743375175";"2.360655737704918";"1";"0.10655737704918032";"590";"2818";"active";"2615";"0";"70"
"thomasmoelhave/tpie";"0.9693251533742331";"8";"1";"0.2602452316076294";"15.977987421383649";"1";"0.02830188679245283";"68999";"162894";"active";"92";"0";"90"
"novius-os/core";"0.6765188834154351";"3";"1";"0.1697387194426378";"57.36363636363637";"0";"0.12987012987012986";"38780";"487644";"dormant";"16";"0";"0"
"puppetlabs/puppetlabs-firewall";"0.7317073170731707";"48";"1";"0.05431912485854395";"14.373913043478261";"1";"0.25217391304347825";"10897";"30084";"active";"263";"0";"90"
"remiprev/her";"0.9298245614035088";"9";"1";"0.14317120087936247";"10.166666666666666";"1";"0.2111111111111111";"5191";"12472";"dormant";"1923";"0";"90"
"puppetlabs/puppetlabs-apache";"0.20909090909090908";"109";"1";"0.13646813452468418";"29.878048780487806";"1";"0.5284552845528455";"14037";"72870";"active";"358";"0";"70"
"expertiza/expertiza";"0.8829190056134724";"135";"1";"0.05555706743591139";"60.72839506172839";"1";"0.3888888888888889";"38997";"138818";"active";"159";"0";"90"
"rspec/rspec-core";"0.9217391304347826";"8";"1";"0.1132993976037522";"40.654411764705884";"1";"0.6985294117647058";"29301";"79780";"active";"1054";"0";"90"
"learning-unlimited/ESP-Website";"0.8532883642495784";"26";"1";"0.0862021941475074";"65.82758620689656";"0";"0.6149425287356322";"51513";"1105646";"active";"69";"0";"0"
"UnionOfRAD/lithium";"0.8759541984732825";"9";"1";"0.2864295761341927";"42.7563025210084";"1";"0.3865546218487395";"67064";"135958";"dormant";"1165";"0";"90"
"Pylons/substanced";"0.8658536585365854";"3";"1";"0.11796767701198076";"29.244444444444444";"1";"0.12222222222222222";"32950";"204224";"dormant";"142";"0";"90"
"openstreetmap/openstreetmap-website";"0.8216463414634146";"13";"0";"0.06063045831603846";"61.96511627906977";"1";"0.5872093023255814";"33745";"900722";"active";"1213";"0";"85"
"nipy/nipype";"0.9535415079969536";"23";"1";"0.17921682904050584";"103.30147058823529";"1";"0.8088235294117647";"151506";"321660";"active";"535";"0";"90"
"KnpLabs/KnpGaufretteBundle";"0.92";"28";"1";"0.13591852722287504";"2.6339285714285716";"1";"0.08928571428571429";"1048";"4412";"active";"629";"0";"90"
"HeliumProject/Helium";"0.900117508813161";"3";"1";"0.14805989063210237";"23.751937984496124";"1";"0.023255813953488372";"98636";"247400";"active";"379";"0";"90"
"ReadyTalk/avian";"0.9441340782122905";"5";"1";"0.06097454748175119";"29.658385093167702";"1";"0.12422360248447205";"68793";"215604";"active";"1183";"0";"90"
"travis-ci/travis-hub";"0.9526627218934911";"9";"1";"0.030950926491549582";"18.046296296296298";"1";"0.07407407407407407";"8586";"19036";"active";"67";"0";"90"
"travis-ci/travis-api";"0.9717741935483871";"17";"1";"0.02411228593165339";"49.86";"1";"0.36";"55345";"125708";"active";"286";"0";"90"
"bbangert/retools";"0.7777777777777778";"2";"1";"0.30513711857860176";"3.925";"1";"0.05";"1511";"3598";"dormant";"132";"0";"90"
"GMOD/jbrowse";"0.0034965034965034965";"4";"1";"0.06874527452745274";"50.3416149068323";"1";"0.32919254658385094";"42420";"258656";"active";"382";"0";"70"
"rodjek/rspec-puppet";"0.993421052631579";"13";"1";"0.030443988194533554";"9.232142857142858";"1";"0.25";"6743";"60446";"active";"373";"0";"90"
"pezmaster31/bamtools";"0.9624060150375939";"3";"1";"0.26299071761186665";"3.654135338345865";"1";"0.06015037593984962";"23247";"47798";"dormant";"326";"0";"90"
"railsbridge/docs";"0.8611111111111112";"29";"1";"0.009522322822354042";"16.853658536585368";"1";"0.2804878048780488";"1913";"25380";"dormant";"1452";"0";"90"
"projectcypress/cypress";"0.8492239467849224";"17";"1";"0.049378950280554154";"32.64912280701754";"1";"0.4298245614035088";"20762";"268020";"active";"74";"0";"90"
"splunk/splunk-sdk-python";"0.9647887323943662";"11";"1";"0.08514958711249493";"10.964285714285714";"1";"0.11607142857142858";"17232";"459544";"active";"505";"0";"90"
"DDMAL/libmei";"0.9649122807017544";"4";"1";"0.06362641881250339";"7.74";"0";"0.04";"39486";"241384";"dormant";"45";"0";"0"
"miracle2k/django-assets";"0.6842105263157895";"7";"1";"0.27724665391969405";"1.4646464646464648";"1";"0.030303030303030304";"974";"3024";"active";"88";"0";"70"
"CakeDC/users";"0.74375";"10";"1";"0.28423994839819394";"18.03305785123967";"1";"0.2644628099173554";"13441";"39948";"active";"480";"0";"90"
"firegento/firegento-pdf";"0.9111111111111111";"12";"1";"0.026211317364542484";"5.360824742268041";"0";"0.12371134020618557";"3556";"160420";"active";"103";"0";"0"
"liip/LiipThemeBundle";"1";"17";"1";"0.25315179021684314";"3.373913043478261";"1";"0.05217391304347826";"2382";"5924";"active";"292";"0";"90"
"yinian1992/flask-docs-cn";"0";"3";"1";"0.25118868143337586";"2.5444444444444443";"1";"0";"133";"12914";"dormant";"77";"0";"65"
"Jasig/WeatherPortlet";"0.9428571428571428";"9";"1";"0.27034785545423845";"1.5955882352941178";"1";"0.014705882352941176";"1699";"8642";"dormant";"5";"0";"65"
"OpenNebula/one";"0.9887640449438202";"16";"1";"0.30522282386315513";"119.53691275167785";"1";"1.174496644295302";"169811";"1164812";"active";"695";"0";"90"
"TGAC/miso-lims";"0.9908256880733946";"6";"1";"0.21724434907285342";"41.84158415841584";"1";"0.7920792079207921";"115707";"650758";"active";"123";"0";"90"
"arches/table_print";"0.96";"2";"1";"0.046974185357596274";"2.5636363636363635";"1";"0.02727272727272727";"1882";"4504";"active";"807";"0";"90"
"liip/LiipImagineBundle";"0.9736842105263158";"39";"1";"0.27898372909509606";"14.239316239316238";"1";"0.38461538461538464";"15790";"38198";"active";"1394";"0";"90"
"arescentral/antares";"0.9836734693877551";"2";"1";"0.14718313241438932";"24.908256880733944";"1";"0.12844036697247707";"31002";"71026";"active";"52";"0";"90"
"pulp/pulp";"0.8238636363636364";"14";"1";"0.27814505886795043";"123.71337579617834";"1";"0.8535031847133758";"84279";"210298";"active";"503";"0";"90"
"liip/LiipFunctionalTestBundle";"0.8055555555555556";"29";"1";"0.2507828810020877";"7.635593220338983";"1";"0.1694915254237288";"1883";"5742";"active";"597";"0";"90"
"lmsgit/lms";"0.9453463203463204";"4";"1";"0.1403078693841497";"90.86635944700461";"0";"0.29493087557603687";"146715";"770812";"active";"85";"0";"0"
"redpony/cdec";"0.9732283464566929";"15";"1";"0.21863278829644836";"19.235294117647058";"1";"0.03361344537815126";"147742";"330398";"dormant";"180";"0";"90"
"mapbender/mapbender-starter";"0.46153846153846156";"7";"1";"0.9019336325264018";"22.0990990990991";"1";"0.02702702702702703";"721";"11756";"active";"34";"0";"70"
"losalamos/CLAMR";"0.8904109589041096";"2";"1";"0.22048768432325563";"19.214285714285715";"1";"0.030612244897959183";"45475";"264950";"active";"65";"0";"90"
"rapid7/nexpose-client";"0.946236559139785";"9";"1";"0.24293474523825895";"12.030303030303031";"1";"0.10101010101010101";"9757";"22020";"dormant";"133";"0";"90"
"locationtech/udig-platform";"0.9534246575342465";"9";"1";"0.18790747616919956";"27.6796875";"0";"0.125";"314130";"1370424";"active";"141";"0";"0"
"molgenis/molgenis";"0.9884969325153374";"10";"1";"0.05282501173327557";"246.40425531914894";"1";"3.2127659574468086";"198705";"524714";"active";"85";"0";"90"
"mozilla/elmo";"0.00684931506849315";"3";"1";"0.27097126029339585";"10.683098591549296";"1";"0.02112676056338028";"40976";"133682";"active";"33";"0";"65"
"hasgeek/baseframe";"0.01098901098901099";"4";"1";"0.11500576750028686";"10.38888888888889";"1";"0.1111111111111111";"90206";"293080";"active";"12";"0";"70"
"nodeca/mincer";"0.014925373134328358";"2";"1";"0.24650555742674302";"8.779069767441861";"1";"0.09302325581395349";"11158";"35794";"dormant";"632";"0";"70"
"azkaban/azkaban";"0.9576837416481069";"20";"1";"0.1650725893592665";"24.844660194174757";"1";"0.883495145631068";"89158";"312166";"active";"3485";"0";"90"
"celery/billiard";"0.9215686274509803";"3";"1";"0.1988788040576615";"4.961538461538462";"1";"0.09230769230769231";"9248";"24008";"active";"305";"0";"90"
"plone/plone.testing";"0.8571428571428571";"16";"1";"0.11867192636423406";"3.642857142857143";"0";"0.023809523809523808";"1584";"10724";"active";"3";"0";"0"
"saltstack/salt-contrib";"0.8958333333333334";"33";"1";"0.2776680946172472";"5.987654320987654";"1";"0.08641975308641975";"11407";"38782";"dormant";"167";"0";"90"
"animekita/selvbetjening";"0.518324607329843";"2";"1";"0.25608676907717093";"10.47872340425532";"1";"0";"13405";"65570";"dormant";"1";"0";"65"
"jenkinsci/github-plugin";"0.9929577464788732";"16";"1";"0.17765567765567766";"5.088235294117647";"1";"0.058823529411764705";"8376";"21552";"active";"259";"0";"90"
"sensu/sensu-chef";"0.2818181818181818";"8";"1";"0.10468206910652218";"12.087912087912088";"1";"0.23076923076923078";"3178";"8758";"dormant";"227";"0";"70"
"mozfr/transvision";"0.6614173228346457";"4";"0";"0.15513839562545803";"14.339805825242719";"1";"0.32038834951456313";"11260";"29974";"active";"55";"0";"85"
"zikula/core";"0.9676767676767677";"6";"1";"0.21917756243407524";"117.62790697674419";"1";"1.186046511627907";"55690";"205792";"active";"211";"0";"90"
"DGtal-team/DGtal";"0.995049504950495";"9";"1";"0.4145477676960078";"86.890625";"1";"0.40625";"150385";"327646";"active";"216";"0";"90"
"collective/icalendar";"0.8275862068965517";"12";"1";"0.16445126107702795";"4.616216216216216";"1";"0.05945945945945946";"3869";"9806";"active";"671";"0";"90"
"DDMAL/diva.js";"0.01694915254237288";"5";"1";"0.017992208440494407";"20.767857142857142";"0";"0.14285714285714285";"9624";"180986";"active";"234";"0";"0"
"marek629/SIR";"0.99581589958159";"1";"1";"0.08295552300574272";"5.793103448275862";"1";"0";"17335";"157772";"active";"7";"0";"65"
"ruby-ldap/ruby-net-ldap";"0.9615384615384616";"13";"1";"0.34323222023961253";"5.882629107981221";"1";"0.06572769953051644";"4523";"10306";"active";"377";"0";"90"
"saucelabs/monocle";"0.8888888888888888";"5";"1";"0.07509578544061303";"2.75";"1";"0.016129032258064516";"3366";"7242";"active";"335";"0";"85"
"lian/bitcoin-ruby";"1";"6";"1";"0.04335913855172194";"10.640776699029127";"1";"0.11650485436893204";"13368";"60056";"dormant";"872";"0";"90"
"opengm/opengm";"0.9909502262443439";"4";"1";"0.18059299191374664";"24.788235294117648";"1";"0.21176470588235294";"115614";"260832";"dormant";"385";"0";"90"
"Parsely/wp-parsely";"0.375";"4";"1";"0.23076923076923078";"3.4653465346534653";"0";"0.039603960396039604";"1890";"4660";"active";"16";"0";"0"
"montagejs/montage";"0.001718213058419244";"15";"1";"0.18090382011890047";"59.95789473684211";"1";"0.7263157894736842";"92937";"222650";"dormant";"1513";"0";"70"
"Kozea/Multicorn";"0.8695652173913043";"5";"1";"0.21777003484320556";"17.29850746268657";"1";"0.07462686567164178";"2185";"14368";"active";"590";"0";"90"
"pda/flexihash";"1";"3";"1";"0.1720321931589537";"0.5238095238095238";"1";"0";"621";"1646";"active";"347";"0";"65"
"enthought/traitsui";"0.9500860585197934";"22";"1";"0.31741107699450266";"27.552147239263803";"1";"0.3006134969325153";"55395";"129382";"active";"233";"0";"90"
