"travis_id","ght_id","watchers","slug","lang","created_at","last_build_finished_at","order","project_found","log_found","travis_present","first_t_commit","last_t_commit","active","last_build_duration","yml_contribs","yml_commits","job_count","repo_id","build_id","last_build","commits","contribs","last_commit","build_count","first_build","yml_deleted","travis_abandoned","builds_period","travis_period","pushes","PRs","project_age","abandoned","commit_time_after_last_build","abandoned_and_alive","status"
"371686","1458888","7","wikimedia/mediawiki-extensions-SemanticMediaWiki","PHP","2012-11-01","2013-11-04","84783","1","1","1","2013-06-17","2016-03-09","0","1406","2","75","5","371686","13455251","2013-11-04","8823","105","2016-12-10","318","2013-06-17","0","1","140","996","318","0","1958","1","1132","TRUE","no github"
"371772","1613025","3","wikimedia/mediawiki-extensions-Validator","PHP","2012-11-01","2013-11-21","117197","1","1","0","2013-06-07","2016-12-13","0","17","3","14","1","371772","14337967","2013-11-21","1082","23","2016-12-13","78","2013-06-07","1","1","167","1285","78","0","1958","1","1118","TRUE","no github"
"372852","232022","4","komidore64/dotfiles","JavaScript","2012-08-09","2015-11-04","105001","1","1","0","2013-07-26","2015-11-06","0","8","1","5","2","372852","89324974","2015-11-04","600","1","2016-11-19","244","2013-07-27","1","1","830","833","244","0","2042","1","381","TRUE","no travis"
"373898","11070191","29","tim-group/orc","Ruby","2012-11-14","2016-04-12","44216","1","1","0","2013-01-05","2016-04-12","0","16","3","3","1","373898","122461444","2016-04-12","384","14","2017-03-21","149","2013-01-05","1","1","1193","1193","149","0","1945","1","343","TRUE","no travis"
"376752","498675","16","rjrodger/gex","JavaScript","2011-03-03","2016-10-19","58663","1","1","1","2013-09-26","2015-07-17","1","139","1","3","4","376752","169031292","2016-10-19","26","2","2015-08-23","21","2013-09-27","0","0","1118","659","16","5","2567","0","-423","FALSE","no travis"
"378287","921584","294","colobot/colobot","C++","2012-03-08","2015-08-14","10201","1","1","0","2012-12-18","2015-08-14","0","36","4","22","1","378287","75596320","2015-08-14","2828","47","2016-11-02","1150","2012-12-18","1","1","969","969","1063","87","2196","1","446","TRUE","no travis"
"378674","2201106","47","simoncoulton/watson","Python","2012-12-14","2013-12-09","34087","1","1","0","2012-12-19","2014-01-21","0","59","2","28","1","378674","15154025","2013-12-09","397","1","2014-01-23","131","2012-12-18","1","1","356","398","131","0","1915","1","45","TRUE","no travis"
"379277","475809","9","Helabs/static_content","Ruby","2012-07-05","2014-04-04","76021","1","1","1","2013-06-19","2013-11-08","1","265","4","9","4","379277","22291472","2014-04-04","99","9","2014-04-04","60","2013-06-19","0","0","289","142","44","16","2077","0","0","FALSE","no github"
"380017","1836603","34","axemblr/axemblr-provisionr","Java","2012-10-01","2013-01-17","40443","1","1","0","2012-12-20","2013-01-27","0","342","1","9","1","380017","4198661","2013-01-17","329","3","2013-03-23","72","2012-12-19","1","1","29","38","35","37","1989","1","65","TRUE","no travis"
"380269","472936","4","ome/scripts","Python","2012-07-02","2017-03-17","105157","1","1","1","2013-09-20","2016-12-03","1","54","2","8","2","380269","212137578","2017-03-17","744","24","2017-03-02","335","2013-09-25","0","0","1269","1170","145","190","2080","0","-15","FALSE","no travis"
"386523","144562","11","mtvn-player/embed-api","JavaScript","2011-11-28","2013-01-02","69588","1","1","1","2013-01-02","2013-01-02","0","126","1","1","1","386523","3920666","2013-01-02","400","6","2015-01-06","5","2012-12-28","0","1","5","0","5","0","2297","1","734","TRUE","no github"
"387267","877374","14","wuakitv/strike","Ruby","2012-09-18","2013-02-24","62517","1","1","1","2012-12-25","2012-12-25","0","24","1","1","1","387267","5022169","2013-02-24","43","6","2015-05-05","12","2012-12-27","0","1","59","0","10","2","2002","1","800","TRUE","no github"
"387484","2598363","19","Sylius/SyliusSettingsBundle","PHP","2012-12-27","2016-03-05","54225","1","1","0","2012-12-27","2016-03-11","0","348","4","8","3","387484","113830134","2016-03-05","294","47","2016-10-21","96","2013-01-03","1","1","1157","1170","86","10","1902","1","230","TRUE","no travis"
"388554","1598208","456","aws/aws-sdk-net","C#","2012-01-23","2017-03-17","7197","1","1","1","2013-06-10","2016-01-27","1","1396","6","11","1","388554","212162005","2017-03-17","2407","50","2017-03-10","954","2013-06-10","0","0","1376","961","865","89","2241","0","-7","FALSE","no travis"
"391798","2917162","9","dennmart/wanikani-gem","Ruby","2012-12-11","2017-03-30","78408","1","1","1","2012-12-31","2017-03-30","1","201","1","18","5","391798","216624967","2017-03-30","127","1","2017-03-30","88","2013-01-01","0","0","1549","1550","88","0","1918","0","0","FALSE","no travis"
"391907","1923159","5","ifilot/hfcxx","C++","2012-10-25","2016-12-14","97194","1","1","1","2013-01-01","2013-01-05","1","60","1","25","2","391907","183932093","2016-12-14","138","3","2016-12-14","50","2013-01-01","0","0","1443","4","50","0","1965","0","0","FALSE","no travis"
"394768","1927044","23","kylehayes/fpoimg","JavaScript","2012-12-27","2013-01-09","49354","1","1","0","2013-01-08","2013-01-08","0","17","1","2","1","394768","4036249","2013-01-09","42","3","2013-05-16","4","2013-01-08","1","1","1","0","4","0","1902","1","127","TRUE","no travis"
"395649","787737","7","IP7/Website","JavaScript","2012-07-15","2013-08-31","84657","1","1","0","2013-04-02","2015-01-24","0","91","1","3","1","395649","10843186","2013-08-31","1209","4","2017-01-22","64","2013-04-02","1","1","151","662","64","0","2067","1","1240","TRUE","no travis"
"397477","1668076","11","njoyce/sockjs-gevent","Python","2012-10-30","2013-03-25","71336","1","1","1","2013-03-11","2013-03-12","1","817","1","3","2","397477","5793813","2013-03-25","165","4","2013-03-25","12","2013-03-11","0","0","14","1","12","0","1960","0","0","FALSE","no github"
"401923","26697","659","mcMMO-Dev/mcMMO","Java","2012-01-05","2013-01-19","5267","1","1","0","2013-01-08","2013-01-18","0","20","2","2","1","401923","4241667","2013-01-19","4901","83","2017-02-22","185","2013-01-08","1","1","11","10","146","39","2259","1","1495","TRUE","no travis"
"402047","53552","543","bradleyayers/django-tables2","Python","2010-12-07","2017-04-19","6213","1","1","1","2013-01-09","2017-01-20","1","1213","3","23","17","402047","223533748","2017-04-19","905","69","2017-04-16","764","2013-01-09","0","0","1561","1472","478","286","2653","0","-3","FALSE","no travis"
"410597","2254105","1","krautcomputing/viglink","Ruby","2013-01-14","2013-04-01","159764","1","1","0","2013-01-14","2013-06-14","0","282","2","2","5","410597","5961085","2013-04-01","24","1","2014-06-28","7","2013-01-18","1","1","73","151","7","0","1884","1","453","TRUE","no github"
"414402","2263805","4","SonicGarden/copy-tuner-ruby-client","Ruby","2013-01-17","2017-04-12","111526","1","1","1","2012-02-15","2017-04-07","1","2574","5","20","7","414402","221181820","2017-04-12","446","28","2017-04-12","303","2013-01-17","0","0","1546","1878","238","65","1881","0","0","FALSE","no travis"
"417261","854502","1","JohnDoee/tidalstream-apiserver","Python","2013-08-08","2013-08-08","158356","1","1","1","2013-07-26","2013-07-26","0","42","1","1","1","417261","9982702","2013-08-08","64","1","2014-03-28","8","2013-07-26","0","1","13","0","8","0","1678","1","232","TRUE","no github"
"419783","1957238","9","InfinitumFramework/Infinitum-Core","Java","2012-12-24","2013-02-26","76282","1","1","0","2013-01-20","2013-02-02","0","162","1","21","1","419783","5062136","2013-02-26","163","2","2013-10-15","32","2013-01-21","1","1","36","13","32","0","1905","1","231","TRUE","no travis"
"422160","2267261","41","mbj/inflecto","Ruby","2013-01-22","2015-01-11","36738","1","1","1","2012-12-12","2014-11-27","0","786","5","11","7","422160","46661666","2015-01-11","115","10","2016-10-20","33","2013-01-22","0","1","719","715","18","15","1876","1","648","TRUE","no travis"
"422509","9389451","22","atados/api","Python","2012-12-24","2014-09-22","50783","1","1","0","2013-03-11","2014-09-30","0","67","4","28","1","422509","35529270","2014-09-22","1502","11","2017-03-17","538","2013-03-11","1","1","560","568","526","12","1905","1","907","TRUE","no github"
"422514","96063","1","oczkers/pypremium","Python","2012-05-16","2013-01-24","180128","1","1","1","2013-01-22","2013-01-22","0","78","1","6","3","422514","4345830","2013-01-24","168","3","2013-03-25","23","2013-01-22","0","1","2","0","23","0","2127","1","60","TRUE","no github"
"423356","2274708","2","conradz/build-css","JavaScript","2013-01-18","2013-08-22","134036","1","1","0","2013-01-23","2013-08-22","0","23","1","2","1","423356","10499333","2013-08-22","16","2","2014-04-25","4","2013-01-23","1","1","211","211","4","0","1880","1","246","TRUE","no travis"
"425622","1591399","12","sgade/meteorjs-chat","JavaScript","2012-12-02","2014-03-14","67218","1","1","0","2013-01-24","2014-03-14","1","19","2","8","1","425622","20750562","2014-03-14","83","4","2014-03-14","36","2013-01-24","1","1","414","414","26","10","1927","0","0","FALSE","no travis"
"426787","9358539","2","dhilipsiva/dhilipsiva.github.io","CSS","2012-02-26","2014-04-20","146775","1","1","0","2013-01-26","2014-04-20","0","34","1","2","1","426787","23370095","2014-04-20","389","2","2017-03-05","48","2013-01-25","1","1","450","449","47","1","2207","1","1050","TRUE","no travis"
"427347","410033","122","casidiablo/groundy","Java","2013-02-26","2013-02-21","19332","1","1","0","2013-02-10","2013-02-20","0","227","2","3","1","427347","4948939","2013-02-21","186","9","2014-02-02","23","2013-02-11","1","1","10","10","23","0","1841","1","346","TRUE","no travis"
"427976","2430723","8","kelonye/ember-ckedit","JavaScript","2012-12-23","2013-03-17","80345","1","1","0","2013-01-27","2013-03-17","0","10","1","2","1","427976","5577395","2013-03-17","35","1","2015-08-30","5","2013-01-27","1","1","49","49","5","0","1906","1","896","TRUE","no travis"
"428622","2451315","80","ZhukV/AppleApnPush","PHP","2013-01-27","2016-12-26","25183","1","1","1","2013-01-27","2016-12-26","1","123","3","9","2","428622","186787914","2016-12-26","125","10","2016-12-26","143","2013-01-27","0","0","1429","1429","125","18","1871","0","0","FALSE","no travis"
"429033","2410601","4","geetarista/fondu","Go","2013-01-27","2013-10-09","105939","1","1","0","2013-01-27","2013-10-09","0","15","1","9","1","429033","12346273","2013-10-09","80","1","2015-04-11","54","2013-01-28","1","1","254","255","54","0","1871","1","549","TRUE","no travis"
"442221","2293496","1","asakusarb/oedo03","Ruby","2012-11-28","2013-02-06","181642","1","1","0","2013-02-05","2013-02-07","0","48","1","3","1","442221","4617643","2013-02-06","119","24","2013-11-29","16","2013-02-05","1","1","1","2","15","1","1931","1","296","TRUE","no travis"
"444004","14829753","1","mamor/fuel-dbdocs","PHP","2013-02-02","2013-03-21","179845","1","1","0","2013-02-10","2013-03-22","0","539","1","3","9","444004","5685475","2013-03-21","66","2","2013-08-03","76","2013-02-06","1","1","43","40","76","0","1865","1","135","TRUE","no travis"
"444550","134673","27","eisental/RedstoneChips","Java","2011-01-17","2013-04-28","45433","1","1","0","2013-02-06","2013-04-12","0","11","1","2","1","444550","6702870","2013-04-28","619","5","2014-06-17","4","2013-02-06","1","1","81","65","4","0","2612","1","415","TRUE","no travis"
"444560","2604236","3","hansode/ruby-1.9.3-rpm-box","Shell","2013-02-06","2013-05-25","117693","1","1","0","2013-02-07","2013-05-26","0","636","1","2","1","444560","7485499","2013-05-25","24","1","2013-07-31","11","2013-02-06","1","1","108","108","11","0","1861","1","67","TRUE","no travis"
"445071","2261072","1092","andresriancho/w3af","Python","2011-08-31","2013-02-08","3323","1","1","0","2013-02-06","2013-03-22","0","899","1","10","1","445071","5848843","2013-03-27","15361","67","2017-02-22","41","2013-02-07","1","1","48","44","41","0","2386","1","1428","TRUE","no travis"
"447005","2562216","117","matthewwithanm/pilkit","Python","2013-02-08","2017-02-17","19803","1","1","1","2013-02-07","2016-02-25","1","210","2","2","4","447005","202595570","2017-02-17","105","10","2017-02-17","100","2013-02-08","0","0","1470","1113","75","25","1859","0","0","FALSE","no travis"
"447070","11009911","88","JasonMillward/Autorippr","Python","2012-10-05","2013-02-11","23848","1","1","0","2013-02-08","2013-02-11","0","1655","1","4","2","447070","4712649","2013-02-11","547","13","2017-03-07","9","2013-02-08","1","1","3","3","9","0","1985","1","1485","TRUE","no travis"
"448310","2565205","9","rdunlop/unicycling-registration","Ruby","2013-02-09","2015-06-02","76388","1","1","0","2013-02-08","2015-06-01","0","930","2","13","1","448310","65022665","2015-06-02","4127","3","2017-03-11","744","2013-02-09","1","1","843","843","672","72","1858","1","648","TRUE","no travis"
"448467","2774454","2","aha/pipeline","JavaScript","2013-02-23","2015-02-11","145928","1","1","1","2013-02-08","2015-02-06","1","67","2","4","1","448467","50355115","2015-02-11","419","6","2015-02-11","3","2015-02-06","0","0","5","728","3","0","1844","0","0","FALSE","no github"
"450096","133750","50","cgoldberg/linux-metrics","Python","2012-03-31","2013-02-17","32948","1","1","0","2013-02-10","2013-02-17","0","53","1","4","5","450096","4838120","2013-02-17","78","5","2015-08-25","14","2013-02-11","1","1","6","7","13","1","2173","1","919","TRUE","no travis"
"450381","2663067","16","mybatis/parent","Shell","2013-02-10","2017-03-05","58828","1","1","1","2013-02-11","2015-10-10","1","262","4","8","4","450381","208007477","2017-03-05","541","13","2017-03-05","226","2013-02-11","0","0","1483","971","156","70","1857","0","0","FALSE","no travis"
"450875","2794432","4","aruld/jersey2-jetty-connector","Java","2013-02-11","2013-09-09","106127","1","1","0","2013-02-10","2013-08-11","0","14","1","2","1","450875","11138562","2013-09-09","45","1","2013-11-24","40","2013-02-11","1","1","210","182","40","0","1856","1","76","TRUE","no travis"
"455289","3246163","10","adamralph/liteguard","C#","2013-03-29","2016-05-04","74582","1","1","0","2013-07-06","2016-10-08","0","116","1","12","1","455289","127911816","2016-05-04","206","2","2017-02-23","130","2013-02-13","1","1","1176","1190","67","63","1810","1","295","TRUE","no travis"
"455627","2697024","9","ReviewSite/ReviewSite","Ruby","2013-02-11","2014-09-29","76402","1","1","0","2012-12-18","2014-09-29","0","570","4","12","1","455627","36571305","2014-09-29","1300","50","2016-07-13","321","2013-02-13","1","1","593","650","233","88","1856","1","653","TRUE","no travis"
"455632","2809544","12","mybatis/hazelcast-cache","Java","2013-02-12","2017-03-05","67330","1","1","1","2013-02-13","2015-10-07","1","807","3","7","4","455632","208006435","2017-03-05","199","8","2017-03-05","99","2013-02-13","0","0","1481","966","62","37","1855","0","0","FALSE","no travis"
"456083","5164437","988","rubysec/bundler-audit","Ruby","2013-02-11","2017-03-16","3617","1","1","1","2013-02-13","2016-06-17","1","863","3","8","5","456083","211813274","2017-03-16","279","26","2017-01-27","247","2013-02-18","0","0","1487","1220","103","144","1856","0","-48","FALSE","no travis"
"456207","40581","131","ronin-ruby/ronin","Ruby","2010-01-30","2013-12-13","18386","1","1","1","2013-04-08","2013-12-12","1","388","1","8","4","456207","15380873","2013-12-13","4477","4","2013-12-12","15","2013-04-08","0","0","249","248","15","0","2964","0","-1","FALSE","no travis"
"456213","480697","25","ronin-ruby/ronin-web","Ruby","2010-01-30","2013-06-20","47281","1","1","1","2013-04-08","2013-06-18","1","1142","1","10","5","456213","8260900","2013-06-20","836","3","2013-06-19","24","2013-04-08","0","0","73","71","24","0","2964","0","-1","FALSE","no travis"
"456596","2742125","31","piwik/deprecated-piwik-java-tracking","Java","2013-02-14","2015-11-03","42467","1","1","1","2013-02-14","2013-02-14","1","81","1","1","3","456596","89102642","2015-11-03","43","10","2015-11-04","19","2013-02-14","0","0","992","0","12","7","1853","0","1","FALSE","no github"
"456639","51529","90","mozilla/gcli","JavaScript","2011-07-01","2014-03-13","23531","1","1","0","2013-02-14","2014-03-13","0","22","1","11","1","456639","20678842","2014-03-13","3601","30","2016-04-22","209","2013-02-14","1","1","392","392","157","52","2447","1","771","TRUE","no travis"
"457899","2649591","2","pLucky-Inc/slash7-ruby","Ruby","2013-02-15","2013-02-19","134350","1","1","1","2013-02-15","2013-02-15","1","511","1","1","10","457899","4902381","2013-02-19","10","1","2013-02-19","6","2013-02-15","0","0","4","0","6","0","1852","0","0","FALSE","no github"
"458757","2824148","4","zendesk/property_sets","Ruby","2011-01-10","2017-03-17","106142","1","1","1","2011-11-30","2016-02-16","1","665","9","35","12","458757","212286835","2017-03-17","336","18","2016-07-01","294","2013-02-15","0","0","1491","1539","180","114","2619","0","-259","FALSE","no travis"
"459118","10390278","14983","hexojs/hexo","JavaScript","2012-09-23","2017-04-12","93","1","1","1","2013-02-19","2016-11-06","1","138","2","23","2","459118","221429952","2017-04-12","2342","110","2017-01-31","1020","2013-08-18","0","0","1333","1356","653","367","1997","0","-71","FALSE","no travis"
"459368","2736042","5","boxen/puppet-emacs","Shell","2012-10-02","2016-09-28","97451","1","1","0","2013-03-28","2016-08-26","1","14","3","3","1","459368","163271598","2016-09-28","44","9","2016-09-28","27","2013-03-22","1","1","1286","1247","18","9","1988","0","0","FALSE","no travis"
"459447","3178396","3","boxen/puppet-flux","Shell","2013-02-04","2016-09-28","125388","1","1","0","2013-01-20","2016-08-26","1","14","2","2","1","459447","163271581","2016-09-28","8","4","2016-09-28","9","2013-04-13","1","1","1264","1314","6","3","1863","0","0","FALSE","no travis"
"460473","100080","12","Tatsh/tatsh-overlay","Shell","2011-10-09","2013-04-20","66946","1","1","0","2013-04-10","2013-05-11","0","917","1","2","1","460473","6486685","2013-04-20","446","3","2017-03-04","4","2013-04-10","1","1","10","31","4","0","2347","1","1414","TRUE","no travis"
"462887","1420556","18","behance/nbd.js","JavaScript","2012-11-09","2015-08-14","55528","1","1","1","2013-02-18","2015-07-14","1","75","2","5","1","462887","75656280","2015-08-14","535","8","2015-08-14","243","2013-02-18","0","0","907","876","137","106","1950","0","0","FALSE","no github"
"469996","1651970","6518","charliesome/better_errors","Ruby","2012-12-08","2017-03-15","391","1","1","1","2013-02-24","2016-09-20","1","212","6","13","4","469996","211395589","2017-03-15","440","63","2016-09-20","261","2013-02-23","0","0","1481","1304","130","131","1921","0","-176","FALSE","no travis"
"470219","2749580","9","devnied/Bit-lib4j","Java","2013-02-20","2016-11-30","76408","1","1","1","2013-02-23","2013-12-30","1","166","1","3","3","470219","180175848","2016-11-30","110","4","2016-11-30","115","2013-02-23","0","0","1376","310","111","4","1847","0","0","FALSE","no travis"
"471369","497753","54","albertosantini/node-finance","JavaScript","2011-09-17","2017-01-17","31818","1","1","1","2013-08-19","2015-12-13","1","41","1","5","1","471369","192618032","2017-01-17","195","4","2017-01-17","155","2013-08-19","0","0","1247","846","154","1","2369","0","0","FALSE","no travis"
"471688","2805632","29","Lugribossk/dropwizard-experiment","Java","2013-02-12","2014-12-05","43948","1","1","0","2014-08-21","2014-12-04","0","414","1","10","1","471688","43154321","2014-12-05","375","1","2016-04-07","75","2014-08-21","1","1","106","105","75","0","1855","1","489","TRUE","no travis"
"472049","2824714","54","dustin/go-broadcast","Go","2013-02-24","2013-03-29","31675","1","1","0","2013-02-24","2013-08-01","0","8","1","2","1","472049","5888917","2013-03-29","14","1","2014-06-26","7","2013-02-24","1","1","33","158","7","0","1843","1","454","TRUE","no travis"
"472165","2813857","35","gophertown/gat","Go","2013-02-23","2013-04-21","40175","1","1","0","2013-02-24","2013-08-31","0","51","1","8","1","472165","6519503","2013-04-21","110","9","2015-08-23","12","2013-02-24","1","1","56","188","11","1","1844","1","854","TRUE","no travis"
"476117","2895145","2","flame-org/Doctrine","PHP","2013-02-26","2013-05-12","134579","1","1","0","2013-02-26","2013-05-12","0","12","1","2","1","476117","7106328","2013-05-12","140","2","2014-02-01","26","2013-02-26","1","1","75","75","26","0","1841","1","265","TRUE","no travis"
"476642","217162","373","hgrecco/pint","Python","2012-07-13","2017-03-17","8478","1","1","1","2013-03-05","2016-11-17","1","887","3","43","8","476642","212138240","2017-03-17","837","73","2016-11-22","668","2013-03-06","0","0","1472","1353","386","282","2069","0","-115","FALSE","no travis"
"479514","2919677","74","hughfdjackson/immutable","JavaScript","2012-12-29","2013-04-20","26388","1","1","0","2013-02-26","2013-03-27","0","9","1","2","1","479514","6503884","2013-04-20","129","2","2014-01-08","15","2013-02-28","1","1","51","29","15","0","1900","1","263","TRUE","no travis"
"479832","6402","376","matthewrudy/memoist","Ruby","2011-12-07","2016-11-14","8425","1","1","1","2013-06-27","2016-10-21","1","927","2","9","12","479832","175647169","2016-11-14","105","14","2016-10-21","105","2013-03-01","0","0","1354","1212","68","37","2288","0","-24","FALSE","no travis"
"480559","2927223","2","horaceli/bizwebsys","PHP","2013-02-20","2013-04-19","134618","1","1","1","2013-02-21","2013-04-17","0","143","1","18","2","480559","6388056","2013-04-19","358","5","2015-10-05","226","2013-03-01","0","1","49","55","226","0","1847","1","899","TRUE","no github"
"483144","155210","31","f0y/due_date_reminder","Ruby","2012-03-28","2014-05-20","42348","1","1","0","2013-03-02","2014-05-21","0","725","1","6","3","483144","9513041","2014-05-20","131","9","2015-09-23","54","2013-03-02","1","1","444","445","49","5","2176","1","491","TRUE","no travis"
"488098","2979725","4","boxen/puppet-intellij","Ruby","2013-03-05","2016-09-28","111563","1","1","0","2013-03-09","2016-08-23","1","14","2","3","1","488098","163272700","2016-09-28","53","8","2016-09-28","27","2013-03-07","1","1","1301","1263","18","9","1834","0","0","FALSE","no travis"
"488100","2979759","5","boxen/puppet-tmux","Ruby","2013-03-05","2016-09-22","101564","1","1","0","2013-03-09","2016-08-26","1","15","2","3","1","488100","161794300","2016-09-22","11","3","2016-09-22","8","2013-03-07","1","1","1295","1266","6","2","1834","0","0","FALSE","no travis"
"489508","2985736","16","sjlu/cities","JavaScript","2013-03-06","2014-08-28","58842","1","1","0","2013-03-06","2015-03-23","0","45","1","3","2","489508","33814677","2014-08-28","44","2","2015-08-06","9","2013-03-06","1","1","540","747","9","0","1833","1","343","TRUE","no travis"
"490010","2845742","1","universitatjaumei/uji-hor-base","JavaScript","2013-02-19","2017-03-17","160703","1","1","0","2013-03-21","2014-02-27","1","28","1","2","1","490010","212093094","2017-03-17","1829","9","2017-03-15","606","2013-03-07","1","1","1471","343","606","0","1848","0","-2","FALSE","no github"
"490781","2990360","16","jnovack/lifx.js","JavaScript","2013-03-06","2014-02-09","58844","1","1","1","2013-03-07","2013-03-07","1","79","1","1","1","490781","18512056","2014-02-09","40","1","2014-02-09","7","2013-03-07","0","0","339","0","7","0","1833","0","0","FALSE","no github"
"491670","2362222","2","example42/puppet-exim","Puppet","2013-01-11","2015-06-28","134123","1","1","0","2013-03-07","2015-06-28","0","19","2","3","1","491670","68681622","2015-06-28","29","5","2016-05-12","22","2013-03-07","1","1","843","843","19","3","1887","1","319","TRUE","no travis"
"493674","2802455","784","postmodern/ruby-install","Shell","2013-02-24","2017-03-08","4512","1","1","1","2013-06-15","2015-10-20","1","783","3","12","2","493674","209044452","2017-03-08","961","44","2017-03-01","592","2013-06-17","0","0","1360","857","467","125","1843","0","-7","FALSE","no travis"
"493747","3014532","2","brunojensen/bea.androidtools","Java","2013-01-31","2015-01-14","134693","1","1","1","2013-02-28","2014-10-07","1","194","1","2","1","493747","47050898","2015-01-14","100","7","2015-01-14","41","2013-03-08","0","0","677","586","40","1","1867","0","0","FALSE","no github"
"494487","2751045","141","flixel-gdx/flixel-gdx","Java","2013-02-21","2013-03-21","17486","1","1","0","2013-03-09","2013-03-29","0","11","2","2","1","494487","5695127","2013-03-21","357","16","2016-05-14","9","2013-03-09","1","1","12","20","9","0","1846","1","1150","TRUE","no travis"
"496883","2337125","1","subvisual/blog.subvisual.co","HTML","2013-01-22","2014-12-04","159935","1","1","0","2013-09-29","2014-12-04","0","409","1","4","1","496883","43007244","2014-12-04","581","11","2017-03-09","373","2013-09-29","1","1","431","431","273","100","1876","1","826","TRUE","no travis"
"498232","2992457","5","danielberkompas/meal-planner","JavaScript","2013-03-05","2013-03-24","97543","1","1","1","2013-03-13","2013-03-13","1","662","1","11","1","498232","5749375","2013-03-24","75","2","2013-03-23","31","2013-03-14","0","0","10","0","27","4","1834","0","-1","FALSE","no github"
"507102","4202880","1","awesomekyle/math","C++","2013-03-13","2013-06-23","162595","1","1","0","2013-03-25","2013-06-22","0","26","1","3","2","507102","8352255","2013-06-23","99","1","2014-08-05","11","2013-03-25","1","1","90","89","11","0","1826","1","408","TRUE","no travis"
"508113","2290466","2","ShadowDog007/MobManager","Java","2012-12-19","2013-03-15","134049","1","1","0","2013-03-15","2013-03-15","0","100","2","2","1","508113","5515673","2013-03-15","217","2","2015-01-06","3","2013-03-14","1","1","1","0","3","0","1910","1","662","TRUE","no travis"
"508244","3017443","11","SCPR/outpost","Ruby","2013-02-15","2014-09-04","70001","1","1","0","2013-03-14","2014-09-03","0","88","1","9","3","508244","34360647","2014-09-04","308","4","2016-01-26","162","2013-03-14","1","1","539","538","159","3","1852","1","509","TRUE","no travis"
"508985","2855176","2","ZIMK/fwadmin","Python","2013-02-26","2014-05-08","134540","1","1","1","2013-03-05","2013-12-10","1","157","3","19","2","508985","24693073","2014-05-08","625","11","2014-05-08","359","2013-03-15","0","0","419","280","217","142","1841","0","0","FALSE","no github"
"510442","3124734","45","juliangruber/ghub.io","JavaScript","2013-03-15","2013-07-21","34939","1","1","0","2013-03-16","2013-07-21","0","13","1","2","1","510442","9331206","2013-07-21","100","7","2016-12-05","37","2013-03-16","1","1","127","127","36","1","1824","1","1233","TRUE","no travis"
"514056","2913139","1","ozzyfant/Skies","PHP","2012-07-25","2013-03-19","160823","1","1","0","2013-03-18","2013-03-19","0","9","1","2","1","514056","5642767","2013-03-19","110","2","2013-05-06","3","2013-03-18","1","1","1","1","3","0","2057","1","48","TRUE","no travis"
"519307","3169744","2","greenbird/mule-access-log","Java","2013-03-21","2013-03-28","134783","1","1","0","2013-03-21","2013-04-08","0","758","1","10","1","519307","5850222","2013-03-28","46","3","2015-10-12","20","2013-03-21","1","1","7","18","20","0","1818","1","928","TRUE","no github"
"521421","2544104","12","Di3mex/ExtraHardMode","Java","2013-02-06","2013-12-27","68697","1","1","0","2013-03-22","2013-08-06","0","19","2","2","1","521421","16022098","2013-12-27","444","11","2016-05-03","157","2013-03-22","1","1","280","137","155","2","1861","1","858","TRUE","no travis"
"524642","2825659","11","Sylius/SyliusMoneyBundle","PHP","2013-02-23","2016-03-05","69980","1","1","0","2013-02-24","2016-03-11","0","364","4","7","3","524642","113830090","2016-03-05","225","41","2017-02-20","73","2013-06-04","1","1","1005","1111","63","10","1844","1","352","TRUE","no travis"
"527688","3215872","654","phpspec/prophecy","PHP","2013-03-25","2017-03-03","5290","1","1","1","2013-03-25","2017-02-24","1","603","9","22","8","527688","207434904","2017-03-03","408","72","2017-03-03","584","2013-03-25","0","0","1439","1432","192","392","1814","0","0","FALSE","no travis"
"531868","3225160","494","PSDev/LicensesDialog","Java","2013-03-26","2013-04-27","6728","1","1","0","2013-03-26","2015-02-21","0","368","1","11","1","531868","6677596","2013-04-27","224","22","2017-03-15","35","2013-03-26","1","1","32","697","33","2","1813","1","1418","TRUE","no travis"
"532756","3239363","8","bevry/ambi","JavaScript","2013-03-27","2016-10-24","80483","1","1","1","2012-05-22","2016-05-14","1","398","1","19","4","532756","170231987","2016-10-24","184","5","2016-10-24","42","2013-03-27","0","0","1307","1453","40","2","1812","0","0","FALSE","no travis"
"534143","54290","193","RobertWHurst/LucidJS","JavaScript","2012-02-21","2014-12-08","14019","1","1","0","2013-03-27","2014-09-25","0","3","1","3","1","534143","43388642","2014-12-08","158","12","2015-06-06","57","2013-03-28","1","1","620","547","50","7","2212","1","180","TRUE","no travis"
"536953","2606100","1","aerogear/aerogear-security-picketlink","Java","2013-02-08","2014-03-26","160326","1","1","1","2013-04-08","2013-08-13","1","315","2","4","2","536953","21572708","2014-03-26","413","6","2014-03-24","59","2013-04-10","0","0","350","127","35","24","1859","0","-2","FALSE","no github"
"541877","13559184","13","RobotWebTools/robotwebtools.github.io","HTML","2012-11-08","2014-08-08","65909","1","1","0","2013-05-09","2014-09-09","0","7","1","3","1","541877","32019743","2014-08-08","193","16","2017-02-20","37","2013-05-09","1","1","456","488","27","10","1951","1","927","TRUE","no travis"
