"travis_id","ght_id","watchers","slug","lang","created_at","last_build_finished_at","order","project_found","log_found","travis_present","first_t_commit","last_t_commit","active","last_build_duration","yml_contribs","yml_commits","job_count","repo_id","build_id","last_build","commits","contribs","last_commit","build_count","first_build","yml_deleted","travis_abandoned","builds_period","travis_period","pushes","PRs","project_age","abandoned","commit_time_after_last_build","abandoned_and_alive","status"
"1903174","7978779","6","ministryofjustice/moj_template","Ruby","2014-02-14","2014-03-11","91849","1","1","0","2014-03-06","2014-03-07","0","66","1","3","1","1903174","20521338","2014-03-11","187","10","2016-07-12","57","2014-03-05","1","1","6","1","49","8","1488","1","854","TRUE","no travis"
"1903229","10584981","8","asiainfo/ochadoop","Shell","2014-02-14","2014-06-16","81808","1","1","0","2014-03-15","2014-11-26","0","106","2","9","1","1903229","27647848","2014-06-16","439","7","2015-05-13","164","2014-03-15","1","1","93","256","159","5","1488","1","331","TRUE","no travis"
"1908779","8017695","22","osmcode/osm-testdata","Ruby","2014-02-14","2016-09-15","50725","1","1","1","2015-08-19","2015-08-19","1","58","1","4","1","1908779","160102191","2016-09-15","111","4","2016-09-15","25","2015-02-10","0","0","583","0","24","1","1488","0","0","FALSE","no travis"
"1912795","7824028","20","amtrack/buildpack-gitlab","Shell","2014-02-16","2014-06-03","53139","1","1","0","2014-02-16","2014-06-03","0","2","1","4","1","1912795","26687642","2014-06-03","73","4","2015-04-05","69","2014-02-16","1","1","107","107","45","24","1486","1","306","TRUE","no travis"
"1913182","7608151","30","rdlowrey/arya","PHP","2014-01-05","2015-10-28","43379","1","1","1","2014-02-12","2015-08-11","1","116","1","4","3","1913182","87813268","2015-10-28","178","11","2015-10-28","131","2014-02-16","0","0","619","545","79","52","1528","0","0","FALSE","no github"
"1915335","8085682","2","tmd45/tmd45.github.io","HTML","2014-02-17","2014-09-25","138722","1","1","0","2014-02-17","2014-12-05","0","55","2","7","1","1915335","36229315","2014-09-25","275","5","2016-12-29","38","2014-02-17","1","1","220","291","38","0","1485","1","826","TRUE","no travis"
"1918030","3799351","1","metrafonic/WhatStatus-Android","Java","2013-05-20","2014-04-08","161980","1","1","0","2014-02-19","2014-04-08","0","18","1","4","1","1918030","22542090","2014-04-08","50","1","2015-02-18","36","2014-02-19","1","1","48","48","36","0","1758","1","316","TRUE","no travis"
"1918100","10131936","43","jbornschein/reweighted-ws","Python","2014-02-10","2014-06-08","35953","1","1","0","2014-02-17","2014-06-08","0","403","3","14","1","1918100","27072410","2014-06-08","327","3","2016-08-13","179","2014-02-17","1","1","111","111","172","7","1492","1","797","TRUE","no travis"
"1919062","23127420","38","mopidy/mopidy-youtube","Python","2014-02-17","2017-01-16","38317","1","1","1","2014-02-18","2016-10-25","1","65","3","7","2","1919062","171460654","2017-01-16","99","12","2017-01-16","77","2014-03-07","0","0","1046","980","54","23","1485","0","0","FALSE","no travis"
"1921236","7949188","2","JDCofficial/songator","JavaScript","2014-02-12","2014-09-12","138600","1","1","0","2014-02-18","2014-09-12","0","42","1","10","5","1921236","35141836","2014-09-12","675","4","2016-03-28","227","2014-02-18","1","1","206","206","218","9","1490","1","563","TRUE","no github"
"1921262","7953199","1","SexualHealthInnovations/stck-clinic","Ruby","2014-02-17","2014-08-11","167738","1","1","1","2014-02-18","2014-06-20","1","285","1","10","1","1921262","32243059","2014-08-11","184","2","2014-08-11","92","2014-02-18","0","0","174","122","92","0","1485","0","0","FALSE","no github"
"1922754","8011507","45","Ocramius/LazyProperty","PHP","2014-02-18","2016-01-21","35020","1","1","1","2013-11-04","2016-01-21","1","262","1","9","5","1922754","103883431","2016-01-21","66","1","2016-01-21","16","2014-02-18","0","0","702","808","13","3","1484","0","0","FALSE","no travis"
"1929696","30538242","6","brnrdog/gulpshot","JavaScript","2014-02-20","2014-02-21","94578","1","1","1","2014-02-20","2014-02-20","0","57","1","1","2","1929696","19308889","2014-02-21","23","6","2015-04-08","10","2014-02-20","0","1","1","0","10","0","1482","1","411","TRUE","no github"
"1934428","8272259","1","kingsquare/communibase-connector-js","JavaScript","2014-02-20","2015-12-24","168295","1","1","0","2014-02-28","2015-09-29","0","3","2","3","1","1934428","98685806","2015-12-24","61","3","2017-01-10","54","2014-02-28","1","1","664","578","50","4","1482","1","383","TRUE","no travis"
"1940812","9376449","2","kalamuna/hotsauce-drops-7","PHP","2014-02-21","2014-05-13","139710","1","1","0","2014-05-02","2014-06-27","0","784","2","3","1","1940812","25026107","2014-05-13","16485","34","2014-06-27","13","2014-05-02","1","1","11","56","13","0","1481","1","45","TRUE","no travis"
"1942220","6901483","2","MarvinMenzerath/DoomThemAll","Java","2013-12-14","2014-03-04","137676","1","1","0","2014-02-23","2014-03-04","0","19","1","3","1","1942220","20073694","2014-03-04","56","1","2017-01-07","5","2014-02-23","1","1","9","9","5","0","1550","1","1040","TRUE","no travis"
"1942223","5580733","2","MarvinMenzerath/IsMyWebsiteDown","Java","2013-10-03","2014-12-17","136625","1","1","0","2014-02-22","2015-01-20","0","134","2","6","2","1942223","43837317","2014-12-17","201","1","2016-04-12","20","2014-02-22","1","1","298","332","20","0","1622","1","482","TRUE","no travis"
"1944692","245279","611","boothj5/profanity","C","2012-02-02","2017-03-17","5605","1","1","1","2014-02-23","2016-09-03","1","461","1","40","1","1944692","212122528","2017-03-17","6591","54","2017-02-07","3913","2014-02-23","0","0","1118","923","3718","195","2231","0","-38","FALSE","no travis"
"1955321","8185109","4","mapzen/speakerbox","Java","2014-02-24","2014-04-17","108241","1","1","0","2014-03-25","2014-05-09","0","263","2","2","1","1955321","22787480","2014-04-17","99","5","2016-10-27","51","2014-03-25","1","1","23","45","51","0","1478","1","924","TRUE","no travis"
"1968562","4507686","1","hugoArregui/awful-blog","HTML","2013-07-07","2015-10-26","162962","1","1","0","2014-04-25","2015-06-30","0","5","1","4","1","1968562","87522539","2015-10-26","35","2","2016-08-28","22","2014-04-25","1","1","549","431","22","0","1710","1","307","TRUE","no travis"
"1976887","8295925","12","johnballantyne/qbws","JavaScript","2014-02-23","2015-08-27","67906","1","1","0","2014-03-01","2015-08-21","0","3","1","4","1","1976887","77433837","2015-08-27","205","4","2016-11-02","20","2014-03-01","1","1","544","538","20","0","1479","1","433","TRUE","no travis"
"1978083","8241313","2","Forestmb/power-league","Go","2014-02-26","2016-09-07","138860","1","1","1","2014-03-01","2016-09-06","1","36","1","13","1","1978083","158053626","2016-09-07","123","2","2016-09-06","106","2014-03-02","0","0","920","920","106","0","1476","0","-1","FALSE","no travis"
"1981297","8308419","49","appium/appium-adb","JavaScript","2014-03-02","2017-04-15","33460","1","1","1","2014-06-25","2016-11-22","1","406","5","13","3","1981297","222356787","2017-04-15","509","41","2017-03-27","811","2014-06-25","0","0","1025","881","384","427","1472","0","-19","FALSE","no travis"
"1982710","8312069","2","seanoshea/BluePlaquesLondon-Android","Java","2014-03-02","2016-06-15","138924","1","1","0","2015-01-10","2016-06-14","0","480","1","16","1","1982710","137687563","2016-06-15","310","3","2016-12-24","325","2015-01-10","1","1","522","521","243","82","1472","1","192","TRUE","no travis"
"1988339","8332333","80","karlcoelho/sinatra-boilerplate","Ruby","2014-03-03","2014-06-28","25239","1","1","0","2014-06-14","2014-06-14","0","7","1","4","1","1988339","28655694","2014-06-28","26","1","2017-01-27","8","2014-06-14","1","1","14","0","8","0","1471","1","944","TRUE","no github"
"1988955","7611120","3","DeejayArroba/CraftHeads","Java","2014-01-24","2014-04-02","120388","1","1","0","2014-03-25","2015-10-20","0","168","1","2","3","1988955","22127731","2014-04-02","30","3","2016-01-03","11","2014-03-25","1","1","8","574","11","0","1509","1","641","TRUE","no travis"
"1991015","8309299","64","marcoramilli/malcontrol","JavaScript","2014-02-28","2014-03-10","28820","1","1","0","2014-03-04","2014-03-10","0","49","1","12","2","1991015","20449454","2014-03-10","195","4","2015-03-02","30","2014-03-04","1","1","6","6","30","0","1474","1","357","TRUE","no travis"
"1991037","8594320","5","Sylius/SyliusFixturesBundle","PHP","2014-03-04","2016-01-12","99257","1","1","0","2014-04-10","2016-03-11","0","779","3","7","3","1991037","101737532","2016-01-12","274","55","2017-03-13","66","2014-06-28","1","1","563","701","66","0","1470","1","426","TRUE","no travis"
"1993604","7693106","33","mikeerickson/gulp-phpunit","JavaScript","2014-01-31","2016-10-18","41219","1","1","0","2014-03-07","2016-10-11","0","15","3","12","1","1993604","168656696","2016-10-18","186","7","2017-02-07","129","2014-03-07","1","1","956","949","96","33","1502","1","112","TRUE","no travis"
"1995008","8007657","3999","andlabs/ui","Go","2014-02-17","2014-06-06","757","1","1","0","2014-03-04","2014-06-06","0","2","2","14","1","1995008","26986642","2014-06-06","2692","11","2016-06-19","200","2014-03-05","1","1","93","94","198","2","1485","1","744","TRUE","no travis"
"2004535","8675782","1","agordon/compute","Shell","2013-04-05","2014-05-19","168957","1","1","0","2014-03-06","2014-07-30","0","1212","2","14","2","2004535","25546533","2014-05-19","234","2","2014-07-30","140","2014-03-07","1","1","73","146","139","1","1803","1","72","TRUE","no travis"
"2009082","7844664","5","JellyBellyDev/ImageOrientationFix","PHP","2014-02-07","2014-11-13","99009","1","1","1","2014-03-07","2014-03-07","1","116","1","3","3","2009082","40878120","2014-11-13","22","2","2014-11-13","11","2014-03-07","0","0","251","0","11","0","1495","0","0","FALSE","no travis"
"2009392","4461324","247","EvanHahn/HumanizeDuration.js","JavaScript","2013-07-12","2017-04-05","11732","1","1","1","2014-07-08","2016-07-24","1","185","3","9","4","2009392","219001523","2017-04-05","481","36","2017-02-27","294","2014-07-08","0","0","1002","747","193","101","1705","0","-37","FALSE","no travis"
"2010335","8403746","2","themoore/zenoss_register","Ruby","2014-03-07","2014-07-28","138989","1","1","1","2014-03-07","2014-03-07","1","616","1","1","1","2010335","31042002","2014-07-28","57","2","2014-07-28","13","2014-03-07","0","0","143","0","13","0","1467","0","0","FALSE","no github"
"2012097","2414522","1","shivajivarma/code-base","Java","2013-01-31","2014-12-28","160030","1","1","0","2014-11-17","2014-12-28","0","4","1","11","1","2012097","45281953","2014-12-28","289","4","2016-03-16","62","2014-11-17","1","1","41","41","62","0","1867","1","444","TRUE","no travis"
"2021980","8146985","1","jesinwp/custom-error-pages","PHP","2014-02-22","2014-05-28","168095","1","1","0","2014-03-11","2014-05-28","0","80","1","5","1","2021980","26226786","2014-05-28","26","2","2016-12-24","12","2014-03-10","1","1","79","78","12","0","1480","1","941","TRUE","no travis"
"2023696","8457597","1","TingPing/libsexy3","C","2014-03-05","2015-06-08","168582","1","1","0","2014-03-23","2015-06-07","0","43","2","5","1","2023696","65829532","2015-06-08","42","2","2015-07-09","30","2014-03-23","1","1","442","441","29","1","1469","1","31","TRUE","no travis"
"2024555","5026290","296","yvt/openspades","C++","2013-08-18","2017-03-23","10163","1","1","1","2014-03-11","2017-01-30","1","384","4","22","1","2024555","214273509","2017-03-23","1728","45","2017-03-04","770","2014-03-11","0","0","1108","1056","528","242","1668","0","-19","FALSE","no travis"
"2028292","8486976","6","osiam/addon-self-administration","Java","2014-03-11","2015-03-25","91994","1","1","0","2015-03-24","2015-04-29","0","81","1","2","1","2028292","55791484","2015-03-25","455","17","2016-12-15","1","2015-03-24","1","1","1","36","1","0","1463","1","631","TRUE","no travis"
"2029991","7456596","1","teenHack42/MatrixOS","C","2014-01-21","2015-01-03","167038","1","1","0","2014-12-21","2015-01-06","0","19","1","24","1","2029991","45805730","2015-01-03","406","2","2015-09-24","24","2014-12-21","1","1","13","16","24","0","1512","1","264","TRUE","no travis"
"2037761","4045809","255","eventviva/php-image-resize","PHP","2013-04-21","2017-03-13","11398","1","1","1","2014-03-13","2016-12-26","1","229","3","6","6","2037761","210458944","2017-03-13","152","19","2017-03-13","109","2014-03-13","0","0","1096","1019","70","39","1787","0","0","FALSE","no travis"
"2038628","8357354","60","rafbgarcia/angular-parse-wrapper","JavaScript","2014-03-13","2014-05-16","29997","1","1","0","2014-03-13","2014-05-16","0","17","1","2","1","2038628","25346762","2014-05-16","82","5","2015-01-22","12","2014-05-14","1","1","2","64","12","0","1461","1","251","TRUE","no travis"
"2041817","10038807","1245","frankiesardo/auto-parcel","Java","2014-03-13","2015-08-11","2920","1","1","0","2014-03-13","2015-08-11","0","13","2","6","1","2041817","75149174","2015-08-11","73","8","2016-05-31","56","2014-03-14","1","1","515","516","32","24","1461","1","294","TRUE","no travis"
"2043701","8569201","1","breenie/shopify-web","PHP","2014-03-14","2015-01-09","168796","1","1","1","2014-03-14","2014-03-24","1","263","2","6","3","2043701","46479756","2015-01-09","39","2","2015-01-09","27","2014-03-24","0","0","291","10","27","0","1460","0","0","FALSE","no github"
"2046440","30383770","3182","OAI/OpenAPI-Specification","JavaScript","2014-03-03","2017-04-16","1062","1","1","1","2014-07-08","2016-03-02","1","92","4","9","2","2046440","222464474","2017-04-16","1090","94","2017-02-28","949","2014-09-09","0","0","950","603","486","463","1471","0","-47","FALSE","no travis"
"2048683","10420731","1","PureSolTechnologies/extended-objects-titan","Java","2014-03-15","2015-01-23","172011","1","1","0","2014-03-15","2015-01-23","0","3","1","4","1","2048683","48095886","2015-01-23","111","1","2015-08-18","54","2014-03-18","1","1","311","314","54","0","1459","1","207","TRUE","no travis"
"2050288","8596993","1","hugovk/wallpaperfm","Python","2014-03-15","2014-06-11","183928","1","1","1","2014-03-16","2014-03-26","1","955","1","8","6","2050288","27330610","2014-06-11","48","3","2014-06-11","40","2014-03-15","0","0","88","10","38","2","1459","0","0","FALSE","no github"
"2061192","8627772","1","gianarb/zf2-formatter","PHP","2014-03-17","2014-04-09","168877","1","1","1","2014-04-07","2014-04-07","0","752","1","1","5","2061192","22609960","2014-04-09","10","2","2014-08-04","4","2014-04-07","0","1","2","0","4","0","1457","1","117","TRUE","no github"
"2062332","8622231","11","crate/crash","Python","2014-03-13","2017-04-11","70603","1","1","1","2014-04-11","2017-01-25","1","1029","5","14","7","2062332","220858823","2017-04-11","343","21","2017-03-20","1444","2014-04-11","0","0","1096","1020","951","493","1461","0","-22","FALSE","no travis"
"2067280","8319050","4","CodeForPortland/codeforportland.github.io","CSS","2014-03-02","2015-04-12","111795","1","1","0","2014-05-09","2015-04-12","0","36","2","2","1","2067280","58206941","2015-04-12","139","10","2016-06-01","101","2014-05-09","1","1","338","338","58","43","1472","1","416","TRUE","no travis"
"2071212","386877","2","MinyFramework/Miny-ORM","PHP","2012-07-25","2014-08-27","132565","1","1","0","2014-08-21","2014-08-27","0","282","1","2","5","2071212","33694934","2014-08-27","151","3","2016-04-28","29","2014-08-22","1","1","5","6","29","0","2057","1","610","TRUE","no travis"
"2074864","8702270","2","modera/ModeraServerCrudBundle","PHP","2014-03-20","2016-08-25","139233","1","1","1","2016-07-22","2016-08-11","0","358","1","7","3","2074864","155045296","2016-08-25","21","1","2017-01-02","68","2014-03-21","0","1","888","20","60","8","1454","1","130","TRUE","no travis"
"2082637","8738542","5","Sylius/Pricing","PHP","2014-03-21","2016-03-05","99314","1","1","0","2014-04-14","2016-03-11","0","160","3","7","3","2082637","113830372","2016-03-05","65","13","2016-11-28","30","2014-06-21","1","1","623","697","30","0","1453","1","268","TRUE","no travis"
"2086466","8759472","4","ENSL/ensl.org","Ruby","2014-03-22","2015-04-11","108457","1","1","0","2014-03-25","2015-04-12","0","21","2","20","2","2086466","58085503","2015-04-11","596","17","2017-03-24","213","2014-03-25","1","1","382","383","204","9","1452","1","713","TRUE","no travis"
"2086529","8182336","2","agjacome/sds","JavaScript","2014-02-24","2015-07-24","138818","1","1","0","2014-05-04","2015-07-24","0","266","1","19","1","2086529","72427112","2015-07-24","220","1","2016-02-10","119","2014-05-04","1","1","446","446","119","0","1478","1","201","TRUE","no travis"
"2087445","8747498","1","tgvaughan/feast","Java","2014-03-22","2016-07-27","169052","1","1","1","2014-03-28","2015-11-09","1","69","1","3","1","2087445","147869457","2016-07-27","114","1","2016-07-28","99","2014-03-27","0","0","853","591","99","0","1452","0","1","FALSE","no travis"
"2102748","8805469","31","pingpong-labs/shortcode","PHP","2014-03-25","2014-11-19","42640","1","1","0","2014-03-25","2015-03-07","0","129","2","2","4","2102748","41454933","2014-11-19","48","8","2016-01-21","15","2014-04-06","1","1","227","347","13","2","1449","1","428","TRUE","no travis"
"2108219","8843450","3","Resellers/navbarbuilder","PHP","2014-03-26","2014-03-28","121076","1","1","1","2014-03-27","2014-03-28","1","73","2","9","3","2108219","21799686","2014-03-28","39","4","2014-03-28","15","2014-03-27","0","0","1","1","15","0","1448","0","0","FALSE","no github"
"2110548","8861279","2","synapsestudios/synapse-base","PHP","2014-03-26","2014-08-08","139358","1","1","0","2014-03-27","2014-08-27","0","227","3","5","4","2110548","32058910","2014-08-08","948","17","2017-01-25","651","2014-03-27","1","1","134","153","419","232","1448","1","901","TRUE","no travis"
"2111180","8858015","4","modera/ModeraActivityLoggerBundle","PHP","2014-03-27","2016-08-25","108496","1","1","1","2016-07-22","2016-08-11","0","68","1","4","2","2111180","155044797","2016-08-25","9","1","2017-01-02","24","2014-03-27","0","1","882","20","24","0","1447","1","130","TRUE","no travis"
"2111737","8862256","4","sindresorhus/xml-char-classes","JavaScript","2014-03-27","2015-11-14","108499","1","1","1","2014-03-27","2015-02-08","1","30","1","2","3","2111737","91098581","2015-11-14","9","2","2015-11-14","12","2014-03-27","0","0","597","318","10","2","1447","0","0","FALSE","no travis"
"2111761","8862438","3","sindresorhus/ncname","JavaScript","2014-03-27","2015-02-08","121086","1","1","1","2014-03-27","2015-02-08","1","22","1","2","3","2111761","49938085","2015-02-08","9","1","2015-02-08","10","2014-03-27","0","0","318","318","10","0","1447","0","0","FALSE","no travis"
"2114876","8858833","1","fniephaus/fniephaus.github.io","CSS","2014-03-27","2015-05-10","169224","1","1","0","2014-04-03","2015-05-10","0","3","2","5","1","2114876","61977254","2015-05-10","71","1","2016-11-12","42","2014-04-03","1","1","402","402","42","0","1447","1","552","TRUE","no github"
"2118413","8990825","57","18F/C2","Ruby","2014-03-28","2014-11-25","30815","1","1","0","2014-04-25","2014-11-24","0","9","5","26","1","2118413","42120757","2014-11-25","8954","46","2017-02-27","474","2014-05-01","1","1","208","213","291","183","1446","1","825","TRUE","no travis"
"2120277","476611","82","jeremyevans/ruby-american_date","Ruby","2011-12-12","2017-02-27","24818","1","1","1","2014-03-28","2017-02-27","1","2099","2","7","14","2120277","205842243","2017-02-27","26","4","2017-02-27","13","2014-03-29","0","0","1066","1067","10","3","2283","0","0","FALSE","no travis"
"2124681","9744250","10","middleman/middleman-asciidoc","Ruby","2014-03-30","2016-07-11","73760","1","1","1","2014-03-29","2016-05-16","1","328","2","5","4","2124681","143787589","2016-07-11","100","5","2016-07-10","113","2014-05-11","0","0","792","779","73","40","1444","0","-1","FALSE","no travis"
"2126802","8943031","2","TheKevJames/almost-empty","Python","2014-03-29","2014-09-24","139418","1","1","0","2014-04-18","2014-09-24","0","14","1","4","1","2126802","36115742","2014-09-24","56","2","2016-12-14","41","2014-04-18","1","1","159","159","41","0","1445","1","812","TRUE","no github"
"2126964","8917431","8","pingpong-labs/presenters","PHP","2014-03-30","2015-02-03","81449","1","1","0","2014-03-31","2015-02-28","0","109","2","3","4","2126964","49322542","2015-02-03","31","2","2015-06-14","6","2014-10-21","1","1","105","334","6","0","1444","1","131","TRUE","no travis"
"2128597","8941579","88","rize/UriTemplate","PHP","2014-03-31","2017-02-21","23834","1","1","1","2014-03-31","2017-02-21","1","455","3","3","6","2128597","203842267","2017-02-21","46","6","2017-02-21","58","2014-03-31","0","0","1058","1058","35","23","1443","0","0","FALSE","no travis"
"2131201","8976826","1","obduk/setup_server","Puppet","2014-03-31","2015-04-24","169365","1","1","1","2014-03-31","2015-02-18","0","476","2","47","1","2131201","59886801","2015-04-24","359","2","2016-08-31","451","2014-03-31","0","1","389","324","334","117","1443","1","495","TRUE","no github"
"2134080","9110894","2","cloudify-cosmo/cloudify-plugin-template","Python","2014-04-01","2017-04-16","139553","1","1","1","2014-09-21","2015-02-21","1","124","2","4","2","2134080","222603275","2017-04-16","169","17","2017-03-20","2566","2014-04-02","0","0","1110","153","2539","27","1442","0","-27","FALSE","no travis"
"2136498","8968686","6","pelias/pelias-android-sdk","Java","2014-04-01","2014-04-11","92125","1","1","0","2014-04-01","2014-05-09","0","131","2","2","1","2136498","22786649","2014-04-11","199","7","2017-02-28","17","2014-04-01","1","1","10","38","17","0","1442","1","1054","TRUE","no travis"
"2136732","3949140","8","Make-Magazine/makeblog","PHP","2012-11-07","2014-04-03","80605","1","1","0","2014-04-01","2014-04-01","0","20","2","3","1","2136732","22230333","2014-04-03","2775","16","2015-10-12","16","2014-04-01","1","1","2","0","16","0","1952","1","557","TRUE","no travis"
"2142577","8948091","2","ibuildthecloud/cattle","Java","2014-04-02","2014-11-27","146729","1","1","0","2013-11-05","2014-11-27","0","6","2","18","1","2142577","42320287","2014-11-27","6381","28","2016-03-28","130","2014-04-08","1","1","233","387","130","0","1441","1","487","TRUE","no travis"
"2147516","8987913","2","skndn60/panda","Python","2014-04-03","2014-04-27","139457","1","1","1","2014-04-23","2014-04-24","0","61","1","17","1","2147516","23894013","2014-04-27","175","1","2014-09-08","46","2014-04-23","0","1","4","1","46","0","1440","1","134","TRUE","no github"
"2148557","11109167","426","esnext/esnext","JavaScript","2014-04-04","2017-04-12","7592","1","1","1","2014-04-15","2016-07-19","1","215","2","7","2","2148557","221383066","2017-04-12","391","14","2017-03-04","392","2014-04-16","0","0","1092","826","308","84","1439","0","-39","FALSE","no travis"
"2150904","13811716","2","redbrain/vigilant","CSS","2014-04-03","2015-02-04","144308","1","1","0","2014-05-29","2015-05-26","0","13","3","7","1","2150904","49444031","2015-02-04","184","3","2015-06-09","122","2014-05-29","1","1","251","362","122","0","1440","1","125","TRUE","no travis"
"2154645","11545239","2","go-hep/hbook","Go","2014-04-04","2017-02-14","142079","1","1","1","2015-03-10","2016-11-21","1","284","1","4","4","2154645","201470260","2017-02-14","97","2","2017-02-14","82","2015-03-10","0","0","707","622","75","7","1439","0","0","FALSE","no github"
"2162805","14703009","8","primus/primus-emit","JavaScript","2014-04-07","2017-04-13","82557","1","1","1","2014-04-07","2016-07-25","1","108","2","7","3","2162805","221811180","2017-04-13","62","6","2017-04-03","82","2014-04-14","0","0","1095","840","68","14","1436","0","-10","FALSE","no travis"
"2169879","9407886","10","18F/afsbirez","JavaScript","2014-04-08","2016-10-20","73712","1","1","1","2014-05-04","2015-09-25","1","236","5","41","1","2169879","169346846","2016-10-20","978","10","2015-10-08","1036","2014-05-04","0","0","900","509","649","387","1435","0","-378","FALSE","no travis"
"2170916","641548","3","syncloud/android","Java","2012-07-30","2015-05-13","125142","1","1","0","2014-06-18","2015-08-01","0","115","2","15","1","2170916","62483699","2015-05-13","379","3","2017-02-24","259","2014-06-18","1","1","329","409","258","1","2052","1","653","TRUE","no travis"
"2177929","8997582","3","ehotinger/VariantChef","Ruby","2014-04-09","2014-04-28","121156","1","1","0","2014-04-12","2014-04-30","0","280","1","6","1","2177929","23901439","2014-04-28","78","1","2014-07-08","24","2014-04-12","1","1","16","18","24","0","1434","1","71","TRUE","no github"
"2180496","9432268","3","twg/dbt","JavaScript","2014-04-10","2016-07-13","121398","1","1","1","2015-02-23","2015-02-23","1","112","1","1","4","2180496","144571100","2016-07-13","19","1","2016-07-13","6","2015-03-04","0","0","497","0","6","0","1433","0","0","FALSE","no travis"
"2184676","9161681","1","Financial-Times/o-dom","JavaScript","2014-04-11","2016-05-13","169681","1","1","0","2014-04-14","2016-05-13","0","20","3","5","1","2184676","129966078","2016-05-13","34","10","2016-09-12","67","2014-04-14","1","1","760","760","46","21","1432","1","122","TRUE","no travis"
"2188777","9196132","5","hapijs/topo","JavaScript","2014-04-12","2017-03-22","99447","1","1","1","2014-04-12","2016-11-28","1","158","5","8","4","2188777","213688498","2017-03-22","52","8","2017-03-21","69","2014-08-01","0","0","964","961","50","19","1431","0","-1","FALSE","no travis"
"2192870","15956127","14","snowdream/snowdream-books-android","Java","2014-04-12","2015-02-01","63273","1","1","0","2014-01-24","2015-04-21","0","714","1","9","1","2192870","49092799","2015-02-01","141","2","2015-04-21","24","2014-11-29","1","1","64","452","24","0","1431","1","79","TRUE","no travis"
"2194633","8051326","2","rrpg/engine","Python","2014-02-19","2014-05-08","138696","1","1","0","2014-04-13","2014-05-08","0","98","1","3","2","2194633","24720627","2014-05-08","1014","1","2016-04-19","7","2014-04-13","1","1","25","25","7","0","1483","1","712","TRUE","no travis"
"2197223","9646613","1","modera/ModeraLanguagesBundle","PHP","2014-04-14","2016-08-25","170447","1","1","1","2016-07-22","2016-08-11","0","118","1","2","3","2197223","155045117","2016-08-25","7","1","2017-01-02","20","2014-04-15","0","1","863","20","20","0","1429","1","130","TRUE","no travis"
"2207393","9255741","6","owzzz/html5_bootstrap","CSS","2014-04-15","2014-05-20","92194","1","1","0","2014-04-28","2014-05-21","0","23","1","11","1","2207393","25608480","2014-05-20","153","2","2015-07-14","40","2014-04-28","1","1","22","23","40","0","1428","1","420","TRUE","no travis"
"2209946","651068","34","willuhn/jameica","Java","2011-10-17","2014-04-25","40411","1","1","0","2014-04-16","2014-04-26","0","42","2","6","1","2209946","23792365","2014-04-25","2447","9","2017-03-03","6","2014-04-16","1","1","9","10","6","0","2339","1","1043","TRUE","no travis"
"2211313","2338233","13","wholeplatform/whole","Java","2012-10-18","2016-02-23","64898","1","1","0","2014-04-16","2016-02-23","0","20","2","31","1","2211313","111264638","2016-02-23","961","5","2017-03-13","168","2014-04-16","1","1","678","678","167","0","1972","1","384","TRUE","no travis"
"2211382","10344151","4","NuCivic/dkan_datastore","PHP","2014-04-04","2016-02-26","109177","1","1","0","2014-04-16","2016-02-19","0","325","2","9","1","2211382","111935837","2016-02-26","291","17","2016-10-13","325","2014-04-16","1","1","681","674","233","92","1439","1","230","TRUE","no travis"
"2212887","9251953","17","AgileVentures/osra","Ruby","2014-04-16","2014-12-02","57561","1","1","0","2014-06-02","2014-12-02","0","582","4","8","1","2212887","42668806","2014-12-02","1696","29","2017-03-21","556","2014-06-02","1","1","183","183","154","402","1427","1","840","TRUE","no travis"
"2216908","9335320","42","mapzen/chef-metroextractor","HTML","2014-04-16","2014-04-24","36391","1","1","0","2014-04-17","2014-04-29","0","493","1","7","1","2216908","23668862","2014-04-24","359","6","2016-08-17","86","2014-04-17","1","1","7","12","86","0","1427","1","846","TRUE","no travis"
"2220475","4304317","2","shyba/MongoFinance","Java","2012-10-21","2014-05-28","135635","1","1","0","2014-04-17","2014-05-27","1","3","1","3","1","2220475","26143677","2014-05-28","86","7","2014-05-27","11","2014-04-18","1","1","40","40","11","0","1969","0","-1","FALSE","no travis"
"2220905","9086179","65","ngaut/gearmand","Go","2014-04-08","2014-04-19","28581","1","1","0","2014-04-18","2014-04-18","0","32","1","7","1","2220905","23321689","2014-04-19","98","7","2017-01-25","18","2014-04-18","1","1","1","0","18","0","1435","1","1012","TRUE","no travis"
"2221464","10273400","1","sebs/x-tag-markdown","JavaScript","2014-04-17","2014-06-27","169853","1","1","1","2014-04-18","2014-06-25","1","99","2","6","1","2221464","28606343","2014-06-27","58","1","2014-06-27","35","2014-04-18","0","0","70","68","35","0","1426","0","0","FALSE","no github"
"2221799","9433744","1","biola/announcement-publisher","Ruby","2014-04-17","2017-02-16","170126","1","1","1","2014-07-23","2015-07-09","1","162","3","4","1","2221799","202121960","2017-02-16","212","7","2017-02-15","169","2014-07-23","0","0","939","351","118","51","1426","0","-1","FALSE","no github"
"2225868","9817619","1","silas/node-consul","JavaScript","2014-04-18","2017-02-22","169884","1","1","1","2014-06-24","2016-06-06","1","291","2","13","5","2225868","204063542","2017-02-22","211","10","2017-02-21","109","2014-06-24","0","0","974","713","91","18","1425","0","-1","FALSE","no travis"
