travis_id,ght_id,watchers,slug,lang,created_at,last_build_finished_at,order,project_found,log_found,travis_present,first_t_commit,last_t_commit,active,last_build_duration,yml_contribs,yml_commits,job_count,repo_id,build_id,last_build,commits,contribs,last_commit,build_count,first_build,yml_deleted,travis_abandoned,builds_period,travis_period,pushes,PRs,project_age,abandoned,commit_time_after_last_build,abandoned_and_alive
1448776,3481125,3,Makopo/lslint,C++,27.04.13,05.05.17,125424,1,1,1,22.10.13,27.01.17,1,19,2,2,1,1448776,228966016,05.05.17,104,6,23.04.17,82,22.10.13,0,0,1291,1193,49,33,1781,0,-12,FALSE
1454447,6036768,41,hybridgroup/cylon-sphero,JavaScript,23.10.13,26.02.16,36804,1,1,1,23.10.13,29.11.15,1,466,2,17,6,1454447,111922911,26.02.16,296,17,25.02.16,356,26.10.13,0,0,853,767,288,68,1602,0,-1,FALSE
1455221,8886544,87,zfcampus/zf-apigility-doctrine,PHP,23.10.13,29.03.17,23987,1,1,1,21.03.14,10.11.16,1,2088,4,22,12,1455221,216377953,29.03.17,754,35,10.11.16,425,21.03.14,0,0,1104,965,173,252,1602,0,-139,FALSE
1456360,5208742,31,3DGenomes/TADbit,Python,29.08.13,12.04.17,42547,1,1,1,30.10.12,18.01.17,1,362,3,31,1,1456360,221337802,12.04.17,1913,17,17.03.17,911,24.10.13,0,0,1266,1541,901,10,1657,0,-26,FALSE
1460249,6070788,14,orchestral/debug,PHP,24.10.13,22.02.17,62978,1,1,1,26.10.13,22.01.17,1,438,1,27,5,1460249,204211222,22.02.17,207,3,22.02.17,196,25.10.13,0,0,1216,1184,195,1,1601,0,0,FALSE
1462928,10518942,3,pymad/cpymad,Python,17.08.11,05.12.14,122222,1,1,1,09.01.14,17.09.14,1,1140,2,8,3,1462928,43073319,05.12.14,690,6,05.12.14,434,09.01.14,0,0,330,251,277,157,2400,0,0,FALSE
1474045,2239629,9,stschulte/puppet-rpmkey,Ruby,25.06.12,20.11.15,76312,1,1,1,05.04.14,22.01.15,1,282,1,3,7,1474045,92225978,20.11.15,35,4,04.02.15,41,04.04.14,0,0,595,292,16,25,2087,0,-289,FALSE
1477578,6134995,277,yahoo/samoa,Java,11.10.13,27.01.15,10689,1,1,1,05.11.13,24.09.14,0,348,2,17,1,1477578,48496849,27.01.15,318,10,05.05.15,260,07.11.13,0,1,446,323,109,151,1614,1,98,TRUE
1481204,6153689,4,dnmellen/facehugger,Python,30.10.13,30.12.13,107419,1,1,1,30.10.13,30.10.13,1,68,1,8,1,1481204,16138322,30.12.13,29,3,30.12.13,23,30.10.13,0,0,61,0,22,1,1595,0,0,FALSE
1491184,13647428,241,openfarmcc/OpenFarm,Ruby,27.10.13,17.03.17,11953,1,1,1,23.09.14,15.01.17,1,291,3,10,1,1491184,212297103,17.03.17,2260,54,17.03.17,1336,23.09.14,0,0,906,845,555,781,1598,0,0,FALSE
1492347,6192373,7,Kdyby/DoctrineForms,PHP,02.11.13,08.03.17,85696,1,1,1,02.11.13,16.03.15,1,1248,1,9,10,1492347,208990819,08.03.17,66,5,08.03.17,67,02.11.13,0,0,1222,499,40,27,1592,0,0,FALSE
1494919,6504200,2,hunter-packages/gtest,C++,02.11.13,22.06.14,137359,1,1,1,23.01.14,28.04.14,0,550,1,3,1,1494919,28156352,22.06.14,504,11,23.09.15,31,21.12.13,0,1,183,95,31,0,1592,1,458,TRUE
1500982,6243930,1,sds-logigear/test-run-unit-test,Java,05.11.13,14.11.13,165280,1,1,1,05.11.13,05.11.13,1,348,1,3,1,1500982,13964763,14.11.13,18,1,14.11.13,17,05.11.13,0,0,9,0,17,0,1589,0,0,FALSE
1511992,6292774,1,ibuildthecloud/dstack,Java,07.11.13,09.03.16,165329,1,1,1,05.11.13,26.03.14,1,1363,1,13,12,1511992,114863862,09.03.16,209,1,27.03.14,233,07.11.13,0,0,853,141,232,1,1587,0,-713,FALSE
1525464,6352743,15,omnipay/common,PHP,11.11.13,17.11.13,61721,1,1,1,11.11.13,22.04.17,0,970,6,20,12,1525464,14087109,17.11.13,368,45,27.04.17,9,11.11.13,0,1,6,1258,9,0,1583,1,1257,TRUE
1526449,4900030,59,nansencenter/nansat,Python,17.07.13,02.04.17,30144,1,1,1,18.07.14,15.03.17,1,182,4,66,1,1526449,217847614,02.04.17,2013,22,15.03.17,681,18.07.14,0,0,989,971,675,6,1700,0,-18,FALSE
1533981,12161793,24,thephpleague/omnipay-mollie,PHP,13.11.13,01.04.17,48744,1,1,1,13.11.13,16.09.14,1,303,2,3,6,1533981,217487667,01.04.17,82,16,11.10.16,120,17.11.13,0,0,1231,307,41,79,1581,0,-172,FALSE
1535690,440178,54,trinker/pacman,HTML,29.05.12,03.03.17,31640,1,1,1,18.11.13,05.03.16,1,540,1,10,1,1535690,207363714,03.03.17,398,8,03.03.17,203,18.11.13,0,0,1201,838,200,3,2114,0,0,FALSE
1537681,6362990,1,AustanJotnar/tripping-spice,Java,11.11.13,25.11.13,165425,1,1,1,18.11.13,23.11.13,1,482,4,100,1,1537681,14485020,25.11.13,388,13,25.11.13,266,14.11.13,0,0,11,5,266,0,1583,0,0,FALSE
1546583,6447353,1,omh/yoshimi,Python,01.06.13,30.04.14,165534,1,1,1,16.11.13,30.04.14,1,542,2,17,6,1546583,24077943,30.04.14,91,1,30.04.14,88,16.11.13,0,0,165,165,88,0,1746,0,0,FALSE
1546647,6422881,18,STIXProject/stix-validator,Python,14.11.13,07.03.17,55838,1,1,1,11.07.14,07.03.17,1,447,4,5,5,1546647,208734786,07.03.17,509,11,07.03.17,324,14.07.14,0,0,967,970,280,44,1580,0,0,FALSE
1548432,6454586,191,tuupola/slim-basic-auth,PHP,16.11.13,02.04.17,14142,1,1,1,23.05.14,25.11.16,1,255,1,16,5,1548432,217774516,02.04.17,219,5,24.03.17,218,23.05.14,0,0,1045,917,204,14,1578,0,-9,FALSE
1552485,6499061,9,ploneintranet/ploneintranet.suite,Python,18.11.13,11.03.15,76986,1,1,1,18.11.13,21.01.15,0,23,6,16,1,1552485,53975875,11.03.15,415,25,01.05.15,481,18.11.13,0,1,478,429,390,91,1576,1,51,TRUE
1556960,3918893,103,moggers87/salmon,Python,07.05.13,11.04.17,21570,1,1,1,11.12.13,30.05.16,1,149,2,14,3,1556960,221125311,11.04.17,267,12,25.09.16,412,12.12.13,0,0,1216,901,119,22,1771,0,-198,FALSE
1560339,6402846,6,jacebrowning/dropthebeat,Python,13.11.13,19.09.16,91485,1,1,1,19.11.13,16.09.16,1,123,1,15,2,1560339,160943696,19.09.16,156,4,19.09.16,177,20.11.13,0,0,1034,1032,151,26,1581,0,0,FALSE
1565392,6535766,518,jessesquires/JSQSystemSoundPlayer,Objective-C,21.11.13,05.04.17,6465,1,1,1,20.11.13,06.12.16,1,995,2,27,15,1565392,218695063,05.04.17,239,4,08.01.17,272,21.11.13,0,0,1231,1112,244,28,1573,0,-87,FALSE
1566749,6538355,5,mmz-srf/puppet-fluentd,Ruby,21.11.13,17.03.15,98588,1,1,1,16.12.13,04.08.14,0,886,1,9,10,1566749,54747671,17.03.15,174,16,24.06.16,57,16.12.13,0,1,456,231,32,25,1573,1,465,TRUE
1577510,6593183,31,chaijs/pathval,JavaScript,24.11.13,16.01.17,42582,1,1,1,24.11.13,04.10.16,1,790,3,4,6,1577510,192488500,16.01.17,77,9,16.01.17,158,24.11.13,0,0,1149,1045,101,57,1570,0,0,FALSE
1589281,26751,1,sjrd/mozart2,C++,01.10.12,25.05.14,179976,1,1,1,20.03.14,23.03.14,0,14,1,9,1,1589281,26004870,25.05.14,7515,49,22.09.14,5,27.11.13,0,1,179,3,5,0,1989,1,120,TRUE
1595714,6661875,92,aitjcize/PyTox,C,28.11.13,03.06.17,23206,1,1,1,28.11.13,30.09.16,1,1673,8,26,6,1595714,239082046,03.06.17,409,18,30.12.16,354,28.11.13,0,0,1283,1037,288,66,1566,0,-155,FALSE
1615734,6689842,2,PHP-on-Couch/PHP-on-Couch,PHP,04.12.13,04.06.17,146445,1,1,1,26.11.13,14.02.17,1,670,3,11,5,1615734,239205920,04.06.17,208,24,04.04.17,84,04.12.13,0,0,1278,1176,32,52,1560,0,-61,FALSE
1616976,6704786,1,amirhhz/hadoop-ansible,Shell,04.12.13,14.01.14,183252,1,1,1,29.11.13,14.02.14,0,69,1,36,1,1616976,16940363,14.01.14,371,3,19.02.14,9,04.12.13,0,1,41,77,9,0,1560,1,36,TRUE
1618256,6714073,45,sonata-project/SonataCoreBundle,PHP,04.12.13,07.04.17,34997,1,1,1,04.12.13,01.02.17,1,1371,9,35,12,1618256,219685796,07.04.17,626,89,24.03.17,1260,05.12.13,0,0,1219,1155,478,782,1560,0,-14,FALSE
1623319,6791654,5,h4cc/AliceDemo,PHP,05.12.13,24.01.15,98655,1,1,1,01.09.14,28.10.14,1,116,1,6,20,1623319,48191334,24.01.15,19,2,24.01.15,14,01.09.14,0,0,145,57,13,1,1559,0,0,FALSE
1625282,6711955,3,TurboGears/sprox,Python,06.12.13,01.02.16,119873,1,1,1,06.12.13,02.11.15,1,567,1,9,5,1625282,106187094,01.02.16,512,22,29.01.16,99,06.12.13,0,0,787,696,95,4,1558,0,-3,FALSE
1628759,6834906,15,freeeve/cq,Go,07.12.13,31.03.14,61006,1,1,1,11.12.13,19.02.14,0,624,1,29,2,1628759,21958881,31.03.14,154,2,23.09.14,120,11.12.13,0,1,110,70,114,6,1557,1,176,TRUE
1630625,6839936,11,mybatis/cdi,Java,07.12.13,14.04.17,70394,1,1,1,14.12.13,26.02.17,1,233,2,4,3,1630625,222238959,14.04.17,301,10,18.03.17,184,14.12.13,0,0,1217,1170,139,45,1557,0,-27,FALSE
1631202,8228280,331,mapbox/node-pre-gyp,JavaScript,30.11.13,12.04.17,9350,1,1,1,12.12.13,15.03.17,1,2821,5,95,10,1631202,221473291,12.04.17,779,33,21.03.17,837,13.12.13,0,0,1216,1189,685,152,1564,0,-22,FALSE
1635769,4766705,1,PetrMarchenko/skeleton,PHP,09.12.13,16.12.13,182613,1,1,1,03.12.12,23.10.13,1,286,2,17,2,1635769,15515542,16.12.13,627,14,16.12.13,7,09.12.13,0,0,7,324,7,0,1555,0,0,FALSE
1651538,6841401,5,inveniosoftware/intbitset,Python,13.12.13,03.02.17,98675,1,1,1,06.12.13,28.01.17,1,249,5,9,3,1651538,197959121,03.02.17,130,8,01.02.17,116,13.12.13,0,0,1148,1149,44,72,1551,0,-2,FALSE
1659878,6952111,4,orchestral/notifier,PHP,15.12.13,01.01.17,107700,1,1,1,16.12.13,01.01.17,1,385,1,23,6,1659878,188063758,01.01.17,328,4,01.01.17,323,18.12.13,0,0,1110,1112,322,1,1549,0,0,FALSE
1668785,6724465,252,docker-php/docker-php,PHP,08.12.13,21.01.17,11515,1,1,1,17.12.13,04.12.16,1,1269,6,29,7,1668785,194020410,21.01.17,524,50,04.12.16,699,18.12.13,0,0,1130,1083,374,325,1556,0,-48,FALSE
1678873,7038848,58,duggan/pontoon,Python,17.12.13,07.02.17,30462,1,1,1,21.09.13,07.02.17,1,1171,3,15,10,1678873,199343249,07.02.17,158,6,07.02.17,326,20.12.13,0,0,1145,1235,233,93,1547,0,0,FALSE
1679228,7042633,10,satooshi/ValueObject,PHP,20.12.13,23.12.13,73392,1,1,1,21.12.13,21.12.13,1,269,1,8,3,1679228,15871057,23.12.13,33,1,22.12.13,19,20.12.13,0,0,3,0,19,0,1544,0,-1,FALSE
1684500,7063662,3,sendanor/nor-nopg,JavaScript,22.12.13,02.01.17,120075,1,1,1,28.12.13,09.11.15,1,112,1,15,2,1684500,188141841,02.01.17,367,2,02.01.17,273,28.12.13,0,0,1101,681,273,0,1542,0,0,FALSE
1703721,5358,21,faircloth-lab/phyluce,Python,01.02.12,27.02.14,51442,1,1,1,29.12.13,30.12.13,1,18,1,3,1,1703721,19743845,27.02.14,1116,5,15.07.16,19,30.12.13,0,0,59,1,19,0,2232,0,869,FALSE
1706968,5703838,101,mdshw5/pyfaidx,Python,12.09.13,07.04.17,21804,1,1,1,03.02.14,24.12.16,1,1829,1,66,9,1706968,219717154,07.04.17,449,11,01.03.17,547,03.02.14,0,0,1159,1055,491,51,1643,0,-37,FALSE
1711921,7196588,1,stof/Behat,PHP,01.01.14,10.01.14,183413,1,1,1,25.11.11,09.07.14,0,935,3,47,9,1711921,16691679,10.01.14,2400,88,01.09.14,13,01.01.14,0,1,9,957,13,0,1532,1,234,TRUE
1723753,2241432,18,jmcarp/neurotrends,Python,27.11.12,02.11.14,55570,1,1,1,23.08.14,27.09.14,1,368,1,8,1,1723753,39728596,02.11.14,187,4,02.11.14,82,23.08.14,0,0,71,35,77,5,1932,0,0,FALSE
1727345,7293512,1649,expressjs/body-parser,JavaScript,06.01.14,22.03.17,2220,1,1,1,06.01.14,01.03.17,1,565,2,44,11,1727345,213653403,22.03.17,363,17,07.03.17,581,14.01.14,0,0,1163,1150,483,98,1527,0,-15,FALSE
1727985,8453025,23,trillek-team/trillek-vcomputer-module,C++,20.10.13,05.06.16,49627,1,1,1,09.01.14,26.09.15,0,73,1,14,2,1727985,135393472,05.06.16,679,15,19.02.17,282,09.01.14,0,1,878,625,207,75,1605,1,259,TRUE
1731524,7321955,23,berkus/dir_monitor,C++,06.01.14,21.03.17,49569,1,1,1,03.10.14,29.12.15,1,402,3,6,2,1731524,213359416,21.03.17,137,14,30.03.16,93,22.05.14,0,0,1034,452,39,54,1527,0,-356,FALSE
1731626,7253835,5,nlisgo/drupal-kickstart-behat,PHP,07.01.14,03.02.14,101685,1,1,1,27.02.13,03.02.14,1,728,4,46,1,1731626,18119648,03.02.14,95,5,03.02.14,65,07.01.14,0,0,27,341,65,0,1526,0,0,FALSE
1737168,7563955,2,BrendelGroup/AEGeAn,C,10.05.13,07.04.17,138280,1,1,1,13.02.14,07.01.16,1,571,1,25,8,1737168,219550577,07.04.17,818,6,08.06.16,415,13.02.14,0,0,1149,693,398,17,1768,0,-303,FALSE
1742718,7299303,19,openplans/planbox,CSS,09.01.14,16.03.15,54475,1,1,1,10.01.14,29.09.14,1,190,2,18,1,1742718,54529661,16.03.15,1672,7,16.01.15,1592,09.01.14,0,0,431,262,1416,176,1524,0,-59,FALSE
1747248,6609987,3,ifsnop/reader_network,C,13.07.12,03.04.15,119833,1,1,1,08.06.14,13.01.15,0,539,1,16,2,1747248,57110600,03.04.15,99,2,30.01.17,63,08.06.14,0,1,299,219,63,0,2069,1,668,TRUE
1748193,7413632,18,hybridgroup/cylon-opencv,JavaScript,11.01.14,09.09.15,55894,1,1,1,13.06.14,07.09.15,1,292,3,11,3,1748193,79313880,09.09.15,107,10,08.09.15,123,27.03.14,0,0,531,451,109,14,1522,0,-1,FALSE
1750155,7023796,4,nima/site,Shell,20.12.13,04.05.14,107727,1,1,1,17.01.14,19.02.14,0,2544,1,12,12,1750155,24371379,04.05.14,297,2,05.03.15,694,17.01.14,0,1,107,33,694,0,1544,1,305,TRUE
1760061,7102862,1,Vagrants/blackbird-httpd,Python,25.12.13,08.12.14,166480,1,1,1,18.02.14,19.02.14,0,126,1,3,2,1760061,43316384,08.12.14,26,3,27.03.15,10,18.02.14,0,1,293,1,6,4,1539,1,109,TRUE
1760660,507428,18,dakota/CakeExcel,PHP,22.08.12,15.08.16,55458,1,1,1,14.01.14,17.07.16,1,325,2,2,5,1760660,152438337,15.08.16,51,5,15.08.16,52,14.01.14,0,0,944,915,43,9,2029,0,0,FALSE
1761958,5918072,55,devernay/openfx-misc,C++,15.10.13,16.04.17,31367,1,1,1,14.01.14,16.06.16,1,852,2,28,3,1761958,222529597,16.04.17,2801,8,17.03.17,2183,14.01.14,0,0,1188,884,2177,6,1610,0,-30,FALSE
1763235,24605,245,spacecowboy/NotePad,Java,13.01.12,02.09.16,11772,1,1,1,18.01.14,29.11.15,0,1478,1,37,2,1763235,157129657,02.09.16,1662,22,03.02.17,295,14.01.14,0,1,962,680,244,51,2251,1,154,TRUE
1763890,6641610,9,yajra/pdo-via-oci8,PHP,27.11.13,02.02.17,77006,1,1,1,15.01.14,17.12.15,1,394,1,3,6,1763890,197519083,02.02.17,166,26,02.02.17,183,15.01.14,0,0,1114,701,156,27,1567,0,0,FALSE
1773745,2934899,6,marazmiki/django-throttle,Python,28.12.11,07.11.14,90642,1,1,1,24.08.14,07.11.14,1,362,1,5,13,1773745,40256449,07.11.14,14,2,07.11.14,13,23.08.14,0,0,76,75,13,0,2267,0,0,FALSE
1776905,7468072,12,nojimage/cakephp-environment,PHP,17.01.14,03.02.14,67813,1,1,1,18.01.14,18.01.14,1,271,1,2,9,1776905,18104297,03.02.14,7,2,03.02.14,6,17.01.14,0,0,17,0,6,0,1516,0,0,FALSE
1783948,7299980,49,ubuntudroid/FitnessTracker,Java,05.01.14,21.09.14,33446,1,1,1,19.01.14,18.08.14,1,171,1,18,1,1783948,35887560,21.09.14,60,2,18.08.14,34,19.01.14,0,0,245,211,34,0,1528,0,-34,FALSE
1787683,9370049,32,AnsibleShipyard/ansible-marathon,Shell,20.01.14,13.04.17,41916,1,1,1,29.09.14,22.11.16,1,854,4,7,4,1787683,197793006,13.04.17,112,17,02.02.17,192,29.09.14,0,0,927,785,46,146,1513,0,-70,FALSE
1789292,7907114,24,inveniosoftware/flask-sso,Python,20.01.14,26.09.16,48580,1,1,1,20.01.14,19.09.16,1,547,3,6,8,1789292,162777168,26.09.16,36,7,25.09.16,55,21.01.14,0,0,979,973,27,28,1513,0,-1,FALSE
1792540,7546327,21,farsightsec/mtbl,C,21.01.14,27.03.17,51909,1,1,1,21.01.14,11.12.16,1,389,2,6,3,1792540,215556850,27.03.17,592,8,22.02.17,187,21.01.14,0,0,1161,1055,129,58,1512,0,-33,FALSE
1793334,10469193,5,bushbaby/BsbDoctrineReconnect,PHP,21.01.14,30.06.16,99882,1,1,1,04.01.15,28.06.16,1,568,1,2,6,1793334,141277633,30.06.16,20,1,30.06.16,8,04.01.15,0,0,543,541,8,0,1512,0,0,FALSE
1799470,5720324,78,Zeex/pawn,C,19.01.12,13.03.17,25603,1,1,1,09.08.14,07.09.16,1,85,1,6,2,1799470,210514516,13.03.17,284,10,12.02.17,180,09.08.14,0,0,947,760,146,34,2245,0,-29,FALSE
1799981,7570729,3861,JakeWharton/u2020,Java,14.11.13,29.03.17,799,1,1,1,22.01.14,15.12.16,1,849,8,17,1,1799981,216367943,29.03.17,411,42,22.03.17,725,23.01.14,0,0,1161,1058,402,323,1580,0,-7,FALSE
1804473,7573113,17,dnadesign/silverstripe-populate,PHP,23.01.14,17.02.16,57433,1,1,1,09.02.14,24.02.14,1,227,1,3,3,1804473,109755612,17.02.16,37,6,17.02.16,36,24.02.14,0,0,723,15,19,17,1510,0,0,FALSE
1809310,7608394,2,ajgon/lint-pack,PHP,24.01.14,13.07.15,138314,1,1,1,24.01.14,13.01.15,1,440,1,8,4,1809310,70801195,13.07.15,40,1,14.07.15,58,24.01.14,0,0,535,354,58,0,1509,0,1,FALSE
1816328,6247472,16,1ec5/avim,JavaScript,05.11.13,27.03.17,59115,1,1,1,26.01.14,26.12.15,1,71,1,10,1,1816328,215394163,27.03.17,1073,3,28.01.17,292,26.01.14,0,0,1156,699,282,10,1589,0,-58,FALSE
1822309,5791544,13,overturetool/overture,Java,22.11.13,22.02.15,65217,1,1,1,29.01.14,02.12.14,0,881,3,14,1,1822309,51765738,22.02.15,12294,49,10.03.17,1693,29.01.14,0,1,389,307,1693,0,1572,1,747,TRUE
1822927,7702866,38,ripaclub/sphinxsearch,PHP,17.01.14,28.04.16,38313,1,1,1,29.01.14,17.03.16,1,1208,3,34,8,1822927,126332883,03.05.17,504,7,26.03.16,147,29.01.14,0,0,1190,778,135,12,1516,0,-403,FALSE
1839203,5632702,6,vinniefalco/rippled,C++,26.06.13,21.03.14,93981,1,1,1,24.10.13,18.11.16,0,786,7,27,2,1839203,21220389,21.03.14,11421,66,01.03.17,887,01.02.14,0,1,48,1121,876,11,1721,1,1076,TRUE
1845213,7732217,9,egeloen/ivory-json-builder,PHP,02.02.14,27.02.17,77169,1,1,1,02.02.14,25.02.17,1,790,1,14,6,1845213,205938041,27.02.17,69,3,27.02.17,62,02.02.14,0,0,1121,1119,48,14,1500,0,0,FALSE
1850633,7339906,7,hubdrop/app,PHP,05.11.13,13.02.14,85922,1,1,1,05.02.14,05.02.14,0,103,1,7,2,1850633,18821482,13.02.14,299,4,20.11.15,11,06.02.14,0,1,7,0,11,0,1589,1,645,TRUE
1855043,7776379,11,mozilla/fxa-profile-server,JavaScript,04.02.14,04.04.17,70507,1,1,1,10.02.14,06.10.16,1,804,4,19,6,1855043,218563967,04.04.17,413,21,21.03.17,803,10.02.14,0,0,1149,969,511,292,1498,0,-14,FALSE
1856695,7786330,156,uecode/qpush-bundle,PHP,04.02.14,13.04.17,16367,1,1,1,14.02.14,10.02.16,1,674,6,12,8,1856695,221884333,13.04.17,288,26,22.09.16,281,14.02.14,0,0,1154,726,113,168,1498,0,-203,FALSE
1877037,7993278,7,plone/papyrus,Python,09.02.14,30.05.14,86055,1,1,1,09.02.14,11.02.15,0,2078,3,13,1,1877037,26390374,30.05.14,379,10,01.03.17,50,09.02.14,0,1,110,367,50,0,1493,1,1006,TRUE
1882557,7684299,1,wallerjake/toolshed,Ruby,30.01.14,11.08.16,167387,1,1,1,10.02.14,08.06.14,1,93,1,7,1,1882557,151396728,11.08.16,221,4,10.08.16,325,10.02.14,0,0,913,118,290,35,1503,0,-1,FALSE
1889388,463180,1,thrau/openengsb-framework,Java,29.04.13,11.09.14,180640,1,1,1,25.03.13,01.10.14,0,67,3,20,1,1889388,35006284,11.09.14,9702,67,08.04.15,25,21.05.14,0,1,113,555,25,0,1779,1,209,TRUE
1896044,5032402,107,inboundnow/landing-pages,PHP,19.08.13,06.04.17,21051,1,1,1,12.02.14,02.02.17,1,321,4,217,2,1896044,219141287,06.04.17,1966,18,11.03.17,1338,12.02.14,0,0,1149,1086,1319,19,1667,0,-26,FALSE
1897445,8000917,39,JakeWharton/resourcefs,Java,13.02.14,20.12.14,37808,1,1,1,12.02.14,20.12.14,1,92,1,3,2,1897445,44662535,20.12.14,19,1,20.12.14,18,13.02.14,0,0,310,311,17,1,1489,0,0,FALSE
1897601,742938,5,Drako/utf8pp,C++,10.06.12,24.07.15,101446,1,1,1,13.02.14,13.02.14,1,520,1,2,2,1897601,72433071,24.07.15,27,2,24.07.15,11,13.02.14,0,0,526,0,10,1,2102,0,0,FALSE
1897910,8052023,2,plone/plone.themepreview,Python,13.02.14,26.02.14,138697,1,1,1,13.02.14,17.08.15,0,794,1,7,1,1897910,19664913,26.02.14,25,5,14.11.15,10,13.02.14,0,1,13,550,10,0,1489,1,626,TRUE
1906295,9777777,391,strukturag/spreed-webrtc,JavaScript,13.02.14,13.04.17,8149,1,1,1,19.02.14,12.08.16,1,1359,5,26,5,1906295,221803439,13.04.17,1921,13,13.10.16,1699,18.02.14,0,0,1150,905,1080,619,1489,0,-182,FALSE
1909511,11176715,164,tollmanz/wordpress-pecl-memcached-object-cache,PHP,18.06.12,19.09.16,15752,1,1,1,11.02.14,05.07.14,1,812,2,10,24,1909511,161186588,19.09.16,202,4,25.10.14,219,15.02.14,0,0,947,144,108,111,2094,0,-695,FALSE
1911013,8023627,1,geo-io/wkt-generator,PHP,16.02.14,01.08.16,167822,1,1,1,16.02.14,28.07.16,1,692,3,8,9,1911013,148989538,01.08.16,32,1,01.08.16,20,16.02.14,0,0,897,893,20,0,1486,0,0,FALSE
1914604,8191205,46,ionelmc/python-remote-pdb,Python,16.02.14,25.10.15,34604,1,1,1,06.03.14,15.06.15,1,734,1,5,21,1914604,87365768,25.10.15,69,4,26.10.15,43,05.03.14,0,0,599,466,40,3,1486,0,1,FALSE
1915155,10517692,37,Freddy03h/heart.css,JavaScript,30.06.13,26.10.14,38889,1,1,1,11.06.14,26.10.14,1,33,1,9,1,1915155,39090240,26.10.14,113,3,26.10.14,23,11.06.14,0,0,137,137,23,0,1717,0,0,FALSE
1918692,7993421,5,rxu/detailed_viewonline,PHP,17.02.14,20.12.16,99050,1,1,1,22.08.14,20.12.16,1,797,1,3,10,1918692,185490364,20.12.16,26,6,20.12.16,21,22.08.14,0,0,851,851,14,7,1485,0,0,FALSE
1920035,8071233,153,mrocklin/multipledispatch,Python,17.02.14,02.01.17,16589,1,1,1,18.02.14,09.10.16,1,175,2,6,8,1920035,188305493,02.01.17,210,10,02.01.17,209,18.02.14,0,0,1049,964,135,74,1485,0,0,FALSE
1938877,8819252,101,mongofill/mongofill,PHP,20.02.14,25.05.15,21827,1,1,1,21.02.14,28.07.15,0,123,4,9,4,1938877,63927107,25.05.15,232,26,13.11.16,188,21.02.14,0,1,458,522,110,78,1482,1,538,TRUE
1939426,8158611,6,klausi/coder,PHP,21.02.14,21.03.17,91902,1,1,1,23.02.14,03.02.17,1,568,1,7,6,1939426,213371460,21.03.17,2035,57,21.03.17,571,23.02.14,0,0,1122,1076,499,72,1481,0,0,FALSE
1943488,8137545,19,zf-fr/hydrator,PHP,22.02.14,17.12.15,54514,1,1,1,17.05.14,06.04.15,1,241,2,6,5,1943488,97432337,17.12.15,49,5,18.09.15,76,17.05.14,0,0,579,324,40,36,1480,0,-90,FALSE
1949339,872984,142,troglobit/inadyn,C,12.10.10,27.02.17,17400,1,1,1,13.05.14,08.01.17,1,161,1,16,2,1949339,205704914,27.02.17,733,28,27.02.17,318,13.05.14,0,0,1021,971,266,52,2709,0,0,FALSE
1949350,837393,33,troglobit/smcroute,C,02.11.11,17.03.17,41033,1,1,1,20.09.14,31.08.16,1,87,1,10,2,1949350,212020925,17.03.17,340,10,07.02.17,135,20.09.14,0,0,909,711,124,11,2323,0,-38,FALSE
1968362,5415502,15,jegelstaff/formulize,PHP,19.10.13,10.04.17,60889,1,1,1,26.06.14,16.01.16,1,1047,3,53,1,1968362,220650376,10.04.17,2992,58,18.03.17,1526,26.06.14,0,0,1019,569,1037,489,1606,0,-23,FALSE
1968472,8274776,1,CUL-DigitalServices/avocet-hilary,JavaScript,27.02.14,27.11.14,183801,1,1,1,09.11.12,25.09.14,1,223,8,76,1,1968472,42300943,27.11.14,4077,21,27.11.14,217,28.04.14,0,0,213,685,95,122,1475,0,0,FALSE
1970297,8468922,22,spree-contrib/spree_mail_settings,Ruby,27.02.14,28.03.17,50748,1,1,1,03.03.14,01.03.17,1,1921,4,7,12,1970297,215840887,28.03.17,119,14,28.03.17,81,04.03.14,0,0,1120,1094,41,40,1475,0,0,FALSE
1978361,8308306,624,azu/promises-book,JavaScript,02.03.14,11.02.17,5510,1,1,1,02.03.14,11.02.17,1,222,2,36,1,1978361,200638646,11.02.17,950,20,11.02.17,1003,02.03.14,0,0,1077,1077,757,246,1472,0,0,FALSE
1978476,10315190,31,MyEssentials/MyTown2,Java,01.03.14,27.07.16,42696,1,1,1,10.06.14,03.03.16,1,236,2,18,1,1978476,147633647,27.07.16,1135,15,26.07.16,490,11.06.14,0,0,777,632,447,43,1473,0,-1,FALSE
1979513,4849194,1,DavidRagazzi/nupic,C++,08.08.13,24.03.14,182639,1,1,1,03.06.13,29.07.15,0,636,11,215,4,1979513,21393106,24.03.14,4784,83,31.07.15,2,22.03.14,0,1,2,786,2,0,1678,1,494,TRUE
1990171,3660062,3,zeehio/festival,C++,10.12.13,16.10.14,118306,1,1,1,01.04.14,17.10.14,1,559,1,7,1,1990171,38210749,16.10.14,66,1,17.10.14,27,31.03.14,0,0,199,199,24,3,1554,0,1,FALSE
1999187,8447728,1,tree-sitter/node-tree-sitter,C++,06.03.14,22.03.17,168561,1,1,1,13.07.14,28.12.15,1,107,1,7,1,1999187,213893504,22.03.17,239,6,17.03.17,239,14.07.14,0,0,982,533,228,11,1468,0,-5,FALSE
