travis_id,ght_id,watchers,slug,lang,created_at,last_build_finished_at,order,project_found,log_found,travis_present,first_t_commit,last_t_commit,active,last_build_duration,yml_contribs,yml_commits,job_count,repo_id,build_id,last_build,commits,contribs,last_commit,build_count,first_build,yml_deleted,travis_abandoned,builds_period,travis_period,pushes,PRs,project_age,abandoned,commit_time_after_last_build,abandoned_and_alive
2002066,8406043,153,thomasjo/atom-latex,JavaScript,06.03.14,04.04.17,16590,1,1,1,11.05.14,23.10.16,1,1808,2,11,4,2002066,218595725,04.04.17,1104,33,27.03.17,1398,11.05.14,0,0,1059,896,617,781,1468,0,-8,FALSE
2006322,8409345,11,ambitioninc/django-db-mutex,Python,07.03.14,28.11.16,70576,1,1,1,07.03.14,28.11.16,1,322,4,8,6,2006322,179553838,28.11.16,100,8,28.11.16,121,07.03.14,0,0,997,997,62,59,1467,0,0,FALSE
2008202,661417,39,gtk-gnutella/gtk-gnutella,C,27.08.11,10.03.17,37663,1,1,1,24.01.15,25.02.17,1,1350,2,19,2,2008202,209924855,10.03.17,22923,25,04.03.17,273,07.03.14,0,0,1099,763,258,15,2390,0,-6,FALSE
2008393,8464815,1,jellysheep/spheresim,C++,07.03.14,20.05.14,168596,1,1,1,07.03.14,18.05.14,1,49,1,16,1,2008393,25588762,20.05.14,330,1,20.03.15,46,07.03.14,0,0,74,72,46,0,1467,0,304,FALSE
2014573,8438671,4,bryanhirsch/drupal7-minimal-behat,PHP,08.03.14,21.03.14,108324,1,1,1,10.03.14,10.03.14,1,61,1,14,1,2014573,21259124,21.03.14,52,1,21.03.14,29,10.03.14,0,0,11,0,29,0,1466,0,0,FALSE
2016703,8456415,11,Jeroen-G/activity-logger,PHP,09.03.14,08.03.15,70583,1,1,0,09.03.14,12.06.15,0,486,1,3,4,2016703,53583416,08.03.15,25,2,12.06.15,13,09.03.14,1,1,364,460,13,0,1465,1,96,TRUE
2016860,8476421,1,paulrenenichols/mean-blogger,JavaScript,08.03.14,13.03.14,168628,1,1,1,09.03.14,11.03.14,1,110,1,9,1,2016860,20705711,13.03.14,55,2,13.03.14,25,09.03.14,0,0,4,2,25,0,1466,0,0,FALSE
2020540,802709,3,cadrian/Liberty,C,30.06.10,20.01.17,125166,1,1,1,10.03.14,24.12.14,1,1738,1,46,1,2020540,193866148,20.01.17,5231,19,20.01.17,309,10.03.14,0,0,1047,289,309,0,2813,0,0,FALSE
2025590,8502646,49,zaiminc/DecorateCalendarView,Java,11.03.14,06.08.14,33465,1,1,1,02.04.14,09.07.14,0,112,1,6,1,2025590,31773978,06.08.14,132,3,11.02.15,35,02.04.14,0,1,126,98,32,3,1463,1,189,TRUE
2029051,11474587,16,california-civic-data-coalition/django-calaccess-campaign-browser,Python,11.03.14,26.01.16,59487,1,1,1,10.08.14,05.08.15,1,83,2,12,2,2029051,104809015,26.01.16,751,23,25.01.16,574,10.08.14,0,0,534,360,532,42,1463,0,-1,FALSE
2037798,6207569,7,drusepth/Indent,HTML,22.01.13,09.05.15,85700,1,1,1,12.03.14,24.03.15,1,1021,1,10,18,2037798,61890600,09.05.15,675,3,28.04.15,145,13.03.14,0,0,422,377,104,41,1876,0,-11,FALSE
2040221,8549544,41,there4/slim-test-helpers,PHP,13.03.14,14.03.17,36866,1,1,1,21.11.14,06.08.16,1,463,4,6,4,2040221,211004414,14.03.17,90,15,07.08.16,86,21.11.14,0,0,844,624,44,42,1461,0,-219,FALSE
2047441,8645100,339,apache/cordova-plugin-statusbar,Objective-C,15.03.14,08.03.17,9161,1,1,1,02.03.15,24.02.16,1,42,2,4,1,2047441,208806509,08.03.17,207,43,02.03.17,125,03.03.15,0,0,736,359,80,45,1459,0,-6,FALSE
2077725,8714286,15,jboss-developer/www.jboss.org,CSS,20.03.14,10.06.14,61159,1,1,1,17.01.14,13.05.14,0,168,2,9,1,2077725,27261453,10.06.14,6152,49,30.03.17,114,13.05.14,0,1,28,116,18,96,1454,1,1024,TRUE
2087362,8917607,13,AmpersandJS/ampersand-registry,JavaScript,17.03.14,25.01.16,65483,1,1,1,29.01.15,20.01.16,1,161,2,3,1,2087362,104762795,25.01.16,30,8,25.01.16,9,04.12.14,0,0,417,356,7,2,1457,0,0,FALSE
2089294,1364179,53,dolittle/Bifrost,C#,18.01.12,16.01.17,31993,1,1,1,23.03.14,16.01.17,0,615,1,9,1,2089294,26207515,16.01.17,2729,22,01.03.17,100,23.03.14,0,1,1030,1030,92,8,2246,1,44,TRUE
2096469,8799829,3,JustinBusschau/omnipay-secpay,PHP,25.03.14,05.06.15,121056,1,1,1,25.03.14,25.03.14,1,742,1,2,12,2096469,65556731,05.06.15,20,1,05.06.15,22,25.03.14,0,0,437,0,22,0,1449,0,0,FALSE
2101136,3513073,53,Galvant/InstrumentKit,Python,01.05.13,07.03.17,32024,1,1,1,25.03.14,17.04.16,1,583,2,17,4,2101136,208459472,07.03.17,1276,13,13.12.16,899,26.03.14,0,0,1077,754,629,270,1777,0,-84,FALSE
2112664,3142597,4195,nhaarman/ListViewAnimations,Java,19.03.13,23.04.15,712,1,1,1,29.03.14,21.08.14,0,181,1,15,1,2112664,59764856,23.04.15,654,24,03.11.16,343,29.03.14,0,1,390,145,275,68,1820,1,560,TRUE
2112667,4306339,641,nhaarman/supertooltips,Java,30.06.13,01.11.14,5390,1,1,1,01.05.14,02.05.14,0,20,1,2,1,2112667,39674799,01.11.14,61,4,15.02.15,8,01.05.14,0,1,184,1,6,2,1717,1,106,TRUE
2117538,13745206,4,crossbridge-community/crossbridge-swc-liquidfun,C++,28.03.14,15.09.14,112043,1,1,1,06.04.14,15.09.14,1,1322,1,10,1,2117538,35338787,15.09.14,2926,59,15.09.14,23,06.04.14,0,0,162,162,23,0,1446,0,0,FALSE
2123182,26538980,1,team-mount-ventoux/PebbleVentoo-AndroidApp,Java,18.05.13,17.12.16,165335,1,1,1,29.03.14,02.06.16,1,1207,2,44,1,2123182,183166459,17.12.16,809,3,05.09.16,418,29.03.14,0,0,994,796,407,11,1760,0,-103,FALSE
2125701,8926907,39,blogist/blogist,JavaScript,30.03.14,17.08.14,37830,1,1,1,30.03.14,28.09.14,0,3,1,24,1,2125701,32765846,17.08.14,151,4,21.01.15,41,31.03.14,0,1,139,182,33,8,1444,1,157,TRUE
2133797,7938724,171,tecbot/gorocksdb,Go,12.02.14,29.03.17,15302,1,1,1,30.04.14,27.01.17,1,1708,4,6,2,2133797,216501823,29.03.17,107,21,25.03.17,153,01.04.14,0,0,1093,1003,66,87,1490,0,-4,FALSE
2137826,212571,13,rwest/RMG-Py,Python,01.04.14,30.03.17,66046,1,1,1,28.03.14,27.10.16,1,774,6,44,1,2137826,216584340,30.03.17,8384,65,29.03.17,383,03.04.14,0,0,1092,944,376,7,1442,0,-1,FALSE
2137936,8958583,5,jsspencer/pyblock,Python,02.04.14,10.03.17,99380,1,1,1,02.04.14,23.01.17,1,482,1,9,4,2137936,209812451,10.03.17,56,3,24.01.17,45,02.04.14,0,0,1073,1027,35,10,1441,0,-45,FALSE
2142665,8970350,4,ilveroluca/rapi,C,02.04.14,08.11.16,108531,1,1,1,01.09.14,27.09.16,1,117,1,8,1,2142665,174301269,08.11.16,307,4,08.11.16,82,01.09.14,0,0,799,757,82,0,1441,0,0,FALSE
2151239,9004569,19,eriknw/cytoolz,Python,03.04.14,04.02.17,54558,1,1,1,17.04.14,18.04.14,1,263,1,8,6,2151239,198397811,04.02.17,289,3,03.05.14,97,17.04.14,0,0,1024,1,97,0,1440,0,-1008,FALSE
2153768,9025514,17,davetcoleman/moveit_simple_grasps,C++,04.04.14,30.09.14,57553,1,1,1,04.04.14,05.04.14,0,114,1,3,1,2153768,36701939,30.09.14,113,6,31.10.16,74,05.04.14,0,1,178,1,64,10,1439,1,762,TRUE
2163152,8958579,1,tpoole/pyblock,Python,03.04.14,15.04.14,184026,1,1,1,02.04.14,02.04.14,1,201,1,2,2,2163152,23080263,15.04.14,31,2,15.04.14,10,08.04.14,0,0,7,0,10,0,1440,0,0,FALSE
2163967,8101223,281,netsniff-ng/netsniff-ng,C,18.03.11,12.04.17,10578,1,1,1,03.09.14,04.08.16,1,345,1,12,2,2163967,221269889,12.04.17,1223,32,06.03.17,395,03.09.14,0,0,952,701,367,28,2552,0,-37,FALSE
2167090,7310457,2,silentsokolov/django-admin-permissions,Python,27.12.13,10.01.15,138026,1,1,1,08.04.14,10.01.15,1,126,1,4,13,2167090,46536346,10.01.15,19,3,10.01.15,10,08.04.14,0,0,277,277,10,0,1537,0,0,FALSE
2171816,9110599,1,Wikidata-lib/PubSubHubbubSubscriber,PHP,08.04.14,02.07.14,169615,1,1,1,05.05.14,05.05.14,1,342,1,1,4,2171816,26662850,02.07.14,104,1,05.05.14,81,30.04.14,0,0,63,0,81,0,1435,0,-58,FALSE
2173476,3824334,15,kibotu/net.kibotu.android.deviceinfo,Java,23.05.13,14.10.16,60771,1,1,1,06.03.16,11.10.16,1,396,2,8,1,2173476,167726280,14.10.16,213,2,14.10.16,137,02.07.14,0,0,835,219,136,1,1755,0,0,FALSE
2192825,9195143,20,drupal-media/entity_embed,PHP,13.04.14,29.03.17,53214,1,1,1,29.06.14,29.08.15,1,1084,4,37,4,2192825,216191442,29.03.17,867,33,28.03.17,596,18.07.14,0,0,985,426,226,370,1430,0,-1,FALSE
2200501,5104720,21,imgtl/imgtl,CSS,22.08.13,31.07.14,51795,1,1,1,15.04.14,30.07.14,1,103,1,10,1,2200501,31341887,31.07.14,228,5,01.08.14,88,15.04.14,0,0,107,106,87,1,1664,0,1,FALSE
2209724,9360195,44,alcohol/iso3166,PHP,16.04.14,30.06.16,35483,1,1,1,16.04.14,25.04.16,1,327,1,25,5,2209724,141318568,30.06.16,147,3,30.06.16,160,16.04.14,0,0,806,740,151,9,1427,0,0,FALSE
2218784,7987073,3,laserson/numba,Python,12.02.14,12.12.14,125737,1,1,1,26.02.13,03.12.14,1,470,10,82,4,2218784,43795868,12.12.14,4900,54,08.12.14,4,29.05.14,0,0,197,645,4,0,1490,0,-4,FALSE
2223376,9288363,74,lttng/lttng-tools,C,18.04.14,11.09.15,26442,1,1,1,25.11.13,25.11.13,0,8,1,1,2,2223376,26067506,11.09.15,5524,54,14.02.17,45,18.04.14,0,1,511,0,43,2,1425,1,522,TRUE
2224229,8677214,1076,HazyResearch/deepdive,Shell,19.03.14,14.03.17,3365,1,1,1,18.04.14,02.11.16,1,817,11,113,1,2224229,211072298,14.03.17,5351,52,24.01.17,3456,18.04.14,0,0,1061,929,2800,656,1455,0,-49,FALSE
2235100,9331435,20,jtauber/greek-reader,Python,20.04.14,14.01.17,53221,1,1,1,23.07.14,28.12.16,1,1915,2,8,22,2235100,191842421,14.01.17,69,3,28.12.16,63,24.07.14,0,0,905,889,29,34,1423,0,-17,FALSE
2238034,9433366,124,thelinmichael/spotify-web-api-java,Java,18.04.14,03.03.17,19110,1,1,1,19.04.14,06.11.14,1,280,1,2,4,2238034,207404196,03.03.17,274,10,01.09.16,129,11.05.14,0,0,1027,201,92,37,1425,0,-183,FALSE
2251683,10249750,1,concordiadiscors/chili_pepper,Ruby,24.04.14,09.08.16,171711,1,1,1,24.04.14,08.05.14,1,1216,1,7,9,2251683,151008091,09.08.16,77,2,13.08.14,40,24.04.14,0,0,838,14,39,1,1419,0,-727,FALSE
2256074,5799635,1,bitaculous/assetify,CSS,01.10.13,27.04.17,182976,1,1,1,09.09.13,22.02.17,1,130,2,25,2,2256074,226369816,27.04.17,476,1,27.04.17,351,25.04.14,0,0,1098,1262,351,0,1624,0,0,FALSE
2273814,9517073,2,dadamssg/arbiter,JavaScript,29.04.14,20.05.14,139850,1,1,1,28.04.14,08.05.14,1,357,1,4,5,2273814,25571933,20.05.14,86,3,19.05.14,46,29.04.14,0,0,21,10,43,3,1414,0,-1,FALSE
2275357,9084841,1,Ommac/RBDemo,C++,08.04.14,06.05.14,169589,1,1,1,29.04.14,07.05.14,0,399,1,5,4,2275357,24583240,06.05.14,214,9,25.06.14,53,29.04.14,0,1,7,8,53,0,1435,1,50,TRUE
2284582,9550042,1,treehouselabs/cache,PHP,30.04.14,12.01.17,170284,1,1,1,30.04.14,12.01.17,1,844,1,17,10,2284582,191255898,12.01.17,53,5,12.01.17,75,30.04.14,0,0,988,988,47,28,1413,0,0,FALSE
2289095,8952646,58,MyRobotLab/myrobotlab,Java,24.03.14,17.04.17,30482,1,1,1,01.05.14,31.05.16,1,233,2,50,1,2289095,222680663,17.04.17,2500,30,24.10.16,2035,01.05.14,0,0,1082,761,2010,25,1450,0,-175,FALSE
2293556,9702821,1,deefour/Aide,PHP,02.05.14,15.07.15,170537,1,1,1,02.05.14,11.05.14,1,304,1,3,4,2293556,71082792,15.07.15,98,1,15.07.15,72,02.05.14,0,0,439,9,72,0,1411,0,0,FALSE
2295930,9541566,2,bitpay/wpmembership-plugin,PHP,02.05.14,19.02.16,146792,1,1,1,12.03.15,10.08.15,1,956,2,2,5,2295930,110476232,19.02.16,66,8,19.02.16,11,12.03.15,0,0,344,151,9,2,1411,0,0,FALSE
2303365,9590549,2,legitco/gimli,JavaScript,04.05.14,25.10.14,139920,1,1,1,04.05.14,12.10.14,1,170,1,35,1,2303365,37745602,25.10.14,360,6,12.10.14,434,04.05.14,0,0,174,161,319,115,1409,0,-13,FALSE
2311091,9653063,1,mathiasbynens/windows-1258,JavaScript,06.05.14,24.10.16,170460,1,1,1,06.05.14,31.05.16,1,264,1,6,4,2311091,170196158,24.10.16,17,1,24.10.16,23,06.05.14,0,0,902,756,23,0,1407,0,0,FALSE
2312873,12801311,1,casacore/python-casacore,Python,06.05.14,06.04.17,176583,1,1,1,10.11.14,08.04.16,1,1328,2,21,5,2312873,219182746,06.04.17,460,16,06.04.17,190,10.11.14,0,0,878,515,139,51,1407,0,0,FALSE
2319020,9642399,9,enova/landable,Ruby,07.05.14,19.10.15,77488,1,1,1,09.05.14,22.09.15,1,2406,6,31,8,2319020,83934162,19.10.15,1415,24,11.02.16,639,09.05.14,0,0,528,501,372,267,1406,0,115,FALSE
2320599,8270655,2,golib/revel,Go,07.05.14,28.09.14,146653,1,1,1,15.04.12,28.09.14,1,269,7,30,1,2320599,36472767,28.09.14,1066,79,28.09.14,49,12.05.14,0,0,139,896,32,17,1406,0,0,FALSE
2329597,448145,375,validator/validator,Java,03.12.10,16.03.17,8442,1,1,1,07.10.14,27.08.16,1,276,3,45,1,2329597,211710651,16.03.17,3022,33,11.03.17,918,07.10.14,0,0,891,690,812,106,2657,0,-5,FALSE
2337527,9752603,14,coduo/phpspec-prepare-extension,PHP,11.05.14,26.10.15,63309,1,1,1,11.05.14,24.10.15,1,232,1,2,4,2337527,87447855,26.10.15,11,2,26.10.15,18,11.05.14,0,0,533,531,12,6,1402,0,0,FALSE
2341936,9809087,22,trbs/pid,Python,12.05.14,04.03.17,50806,1,1,1,12.05.14,06.10.16,1,217,1,8,7,2341936,207712219,04.03.17,77,7,04.03.17,80,12.05.14,0,0,1027,878,66,14,1401,0,0,FALSE
2343250,9736350,1,myoung34/puppet-mirthconnect,Ruby,12.05.14,26.05.16,170647,1,1,1,13.05.14,11.12.14,1,847,2,3,12,2343250,133163569,26.05.16,28,3,26.05.16,92,13.05.14,0,0,744,212,75,17,1401,0,0,FALSE
2344940,2460976,3,shadow-robot/sr-ronex,C++,24.06.13,03.11.15,117645,1,1,1,07.05.14,13.06.14,0,20,3,22,1,2344940,57505441,03.11.15,1041,25,25.01.17,262,13.05.14,0,1,539,37,196,66,1723,1,449,TRUE
2356406,9745677,252,josex2r/jQuery-SlotMachine,JavaScript,14.05.14,03.03.16,11519,1,1,1,15.05.14,15.05.14,1,110,1,1,1,2356406,113470411,03.03.16,97,6,03.03.16,90,14.05.14,0,0,659,0,86,4,1399,0,0,FALSE
2356425,13732039,1,collectdbit/verzamelend,Python,14.05.14,03.06.16,178088,1,1,1,04.04.14,16.05.14,1,92,2,15,2,2356425,135126643,03.06.16,207,2,17.06.14,25,14.05.14,0,0,751,42,21,4,1399,0,-717,FALSE
2360716,1363963,78,coorasse/Airesis,Ruby,10.01.12,12.11.16,25562,1,1,1,10.06.14,13.01.16,0,890,3,39,1,2360716,175289544,12.11.16,2989,19,31.01.17,708,05.06.14,0,1,891,582,674,34,2254,1,80,TRUE
2366650,7563737,20,Appendium/objectlabkit,Java,06.01.14,15.11.16,53129,1,1,1,16.05.14,25.07.14,1,154,1,8,1,2366650,175912717,15.11.16,933,5,15.11.16,153,16.05.14,0,0,914,70,143,10,1527,0,0,FALSE
2376564,8482981,29,toedter/chatty,CSS,08.03.14,26.03.17,44121,1,1,1,18.05.14,28.12.16,1,324,1,43,1,2376564,215190767,26.03.17,361,3,26.03.17,251,18.05.14,0,0,1043,955,251,0,1466,0,0,FALSE
2380363,10106671,4,iwyg/image,PHP,19.05.14,12.09.16,109058,1,1,1,15.01.15,29.01.15,1,609,1,10,6,2380363,159299958,12.09.16,180,1,30.01.15,137,19.05.14,0,0,847,14,137,0,1394,0,-591,FALSE
2380811,6167658,5,proycon/colibri-mt,C++,30.10.13,10.02.17,98477,1,1,1,01.12.14,02.12.14,1,46,1,2,3,2380811,200288591,10.02.17,679,3,10.02.17,58,02.12.14,0,0,801,1,58,0,1595,0,0,FALSE
2385063,9938418,10,Stouts/Stouts.python,Python,20.05.14,09.12.16,73799,1,1,1,20.05.14,27.07.15,1,136,1,11,1,2385063,182458206,09.12.16,60,2,08.12.16,66,20.05.14,0,0,934,433,61,5,1393,0,-1,FALSE
2385961,10597628,444,jenkinsci/gitlab-plugin,Java,20.05.14,23.08.16,7349,1,1,0,20.05.14,25.06.16,0,14,2,2,1,2385961,154366012,23.08.16,812,74,14.02.17,726,20.05.14,1,1,826,767,422,304,1393,1,175,TRUE
2387185,2769668,3,flr/FLCore,HTML,06.02.13,09.03.17,117801,1,1,1,23.05.14,14.09.16,1,1860,2,20,3,2387185,209430869,09.03.17,908,9,09.03.17,293,23.05.14,0,0,1021,845,290,3,1861,0,0,FALSE
2397946,5413777,5,ISOBlue/isoblue-android,Java,18.09.13,28.10.14,98260,1,1,1,22.05.14,05.06.14,1,224,1,2,2,2397946,39223394,28.10.14,81,1,07.07.14,29,22.05.14,0,0,159,14,23,6,1637,0,-113,FALSE
2406414,7643367,235,aexmachina/ember-notify,JavaScript,23.01.14,06.03.17,12151,1,1,1,26.05.14,26.09.16,1,625,1,11,4,2406414,208063509,06.03.17,281,29,06.03.17,280,26.05.14,0,0,1015,854,214,66,1510,0,0,FALSE
2410844,10255895,267,aio-libs/aioredis,Python,25.05.14,13.04.17,11002,1,1,1,25.05.14,13.01.17,1,1150,5,67,5,2410844,221745932,13.04.17,654,27,27.03.17,1096,25.05.14,0,0,1054,964,804,292,1388,0,-17,FALSE
2411303,9816827,22,nchaulet/httpbackend,JavaScript,25.05.14,07.11.15,50808,1,1,1,26.05.14,26.08.14,1,113,1,6,1,2411303,89863888,07.11.15,58,9,07.11.15,45,26.05.14,0,0,530,92,36,9,1388,0,0,FALSE
2418604,9981742,10,Stouts/Stouts.wale,Shell,27.05.14,31.10.16,73805,1,1,1,27.05.14,14.07.15,1,135,1,3,1,2418604,172121510,31.10.16,71,7,27.03.16,68,27.05.14,0,0,888,413,57,11,1386,0,-218,FALSE
2425919,10265057,58,amd/furious.js,JavaScript,13.05.14,07.09.15,30499,1,1,1,28.05.14,23.08.14,1,1122,2,20,2,2425919,79174906,07.09.15,334,2,29.08.14,239,29.05.14,0,0,466,87,203,36,1400,0,-374,FALSE
2429775,9695493,36,bonsaistudio/django-image-tools,Python,08.05.14,04.12.15,39441,1,1,1,29.05.14,03.12.15,1,501,2,17,10,2429775,94882474,04.12.15,65,4,04.12.15,41,29.05.14,0,0,554,553,40,1,1405,0,0,FALSE
2439262,9764208,912,DEAP/deap,Python,21.05.14,08.04.17,3889,1,1,1,30.05.14,28.01.17,1,202,3,14,3,2439262,220110457,17.06.17,3494,33,28.03.17,224,12.06.14,0,0,1101,974,108,116,1392,0,-81,FALSE
2446174,14322836,30,waterlock/waterlock-local-auth,JavaScript,01.06.14,27.03.17,43568,1,1,1,03.06.14,13.09.15,1,305,4,9,3,2446174,215725945,27.03.17,95,18,07.10.16,108,03.06.14,0,0,1028,467,56,52,1381,0,-171,FALSE
2462462,10133697,16,jp74/django-model-publisher,Python,04.06.14,04.12.15,59383,1,1,1,09.07.14,09.07.14,1,35,1,2,4,2462462,94877933,04.12.15,125,6,25.11.15,54,09.07.14,0,0,513,0,37,17,1378,0,-9,FALSE
2476868,10088679,10,kkamkou/node-gelf-pro,JavaScript,30.05.14,26.02.17,73828,1,1,1,07.06.14,26.02.17,1,516,2,15,9,2476868,205504543,26.02.17,128,3,26.02.17,154,07.06.14,0,0,995,995,140,14,1383,0,0,FALSE
2481929,6023522,20,i4004/AcspNet,C#,22.10.13,09.02.16,53038,1,1,1,07.08.14,05.09.14,0,91,1,31,1,2481929,107932441,09.02.16,707,2,26.08.16,202,07.08.14,0,1,551,29,202,0,1603,1,199,TRUE
2485097,10208778,2,clippings/currency-convert,PHP,09.06.14,23.12.15,146879,1,1,1,09.06.14,10.06.14,1,78,1,2,4,2485097,98522477,23.12.15,6,2,23.12.15,6,10.06.14,0,0,561,1,6,0,1373,0,0,FALSE
2487974,10193334,2,insideout10/helixware-plugin,JavaScript,09.06.14,18.12.16,140605,1,1,1,14.06.14,17.09.14,1,2713,2,14,9,2487974,184908236,18.12.16,369,4,20.11.15,249,14.06.14,0,0,918,95,236,13,1373,0,-394,FALSE
2492307,10197305,1,igortg/simplewidgets,Python,09.06.14,11.06.16,171610,1,1,1,10.06.14,02.12.15,1,49,3,5,1,2492307,136973705,11.06.16,40,4,08.12.15,28,10.06.14,0,0,732,540,27,1,1373,0,-186,FALSE
2497245,9771984,2,SylvainDe/letscode,Python,06.05.14,11.02.15,140124,1,1,1,12.06.14,15.07.14,1,2147,1,37,3,2497245,50335095,11.02.15,199,3,11.02.15,80,12.06.14,0,0,244,33,80,0,1407,0,0,FALSE
2500243,10238069,3,dev-confidence/example-backend-api,PHP,12.06.14,13.11.14,121975,1,1,1,12.06.14,26.06.14,1,263,1,15,1,2500243,40860135,13.11.14,57,2,13.11.14,29,12.06.14,0,0,154,14,29,0,1370,0,0,FALSE
2501398,10229129,8,RedisDesktop/CrashReporter,C++,11.06.14,16.12.16,81727,1,1,1,21.06.14,16.12.16,1,151,1,24,1,2501398,184471814,16.12.16,45,1,16.12.16,35,21.06.14,0,0,909,909,33,2,1371,0,0,FALSE
2511783,11308449,1,dequis/irssi,C,13.06.14,31.01.15,184853,1,1,1,15.06.14,18.05.16,0,576,4,10,6,2511783,49004846,31.01.15,5307,88,08.03.17,7,06.12.14,0,1,56,703,7,0,1369,1,767,TRUE
2514080,10276643,4,dickolsson/drupal-deploy,PHP,14.06.14,06.04.17,109149,1,1,1,18.05.15,26.10.16,1,1414,3,35,9,2514080,219172050,08.05.17,516,11,25.01.17,241,14.06.14,0,0,1059,527,207,34,1368,0,-103,FALSE
2514993,10265994,13,usemarkup/contentful,PHP,14.06.14,16.04.17,65619,1,1,1,21.06.14,25.10.16,1,509,2,11,4,2514993,222468376,16.04.17,151,3,16.03.17,237,21.06.14,0,0,1030,857,210,27,1368,0,-31,FALSE
2520603,10603329,13,OCA/margin-analysis,Python,16.06.14,31.03.17,65655,1,1,1,13.08.14,06.10.16,1,457,5,9,3,2520603,173222266,31.03.17,281,17,28.03.17,126,25.06.14,0,0,1010,785,54,72,1366,0,-3,FALSE
2522739,10406466,29,h2non/thread.js,JavaScript,16.06.14,10.06.16,44197,1,1,1,21.06.14,10.06.16,1,286,2,6,2,2522739,136670572,10.06.16,271,3,10.06.16,278,21.06.14,0,0,720,720,276,2,1366,0,0,FALSE
2525843,10451259,111,OCA/connector,Python,17.06.14,14.04.17,20549,1,1,1,24.06.14,14.10.15,1,733,8,25,5,2525843,222031620,14.04.17,1810,77,25.03.17,709,24.06.14,0,0,1025,477,251,458,1365,0,-20,FALSE
2528243,10332456,18,greg0ire/enum,PHP,17.06.14,17.03.17,56087,1,1,1,27.03.15,06.01.17,1,725,3,22,9,2528243,212312559,17.03.17,138,6,09.02.17,255,27.03.15,0,0,721,651,97,158,1365,0,-36,FALSE
2534227,10483430,24,jorgecarleitao/django-sphinxql,Python,18.06.14,09.03.17,48691,1,1,1,21.03.15,09.03.17,1,2475,1,5,8,2534227,209356533,09.03.17,135,2,09.03.17,83,20.03.15,0,0,720,719,82,1,1364,0,0,FALSE
2536956,4662962,11,calccrypto/Encryptions,C++,22.07.13,02.04.17,70185,1,1,1,02.08.14,02.08.14,1,232,1,3,2,2536956,217687594,02.04.17,49,2,02.03.17,49,01.08.14,0,0,975,0,49,0,1695,0,-31,FALSE
2538472,8943595,6,esnet/esmond,Python,31.03.14,13.04.17,92120,1,1,1,25.09.14,01.10.14,1,354,2,17,1,2538472,221847497,13.04.17,1926,17,05.10.16,424,25.09.14,0,0,931,6,405,19,1443,0,-190,FALSE
2545592,10403072,1,harp-orm/random-key,PHP,21.06.14,14.07.14,171974,1,1,1,21.06.14,21.06.14,1,73,1,4,3,2545592,29871698,14.07.14,13,1,14.07.14,13,21.06.14,0,0,23,0,13,0,1361,0,0,FALSE
2547267,10405499,28,vanilla/garden-cli,PHP,21.06.14,17.03.17,45015,1,1,1,21.06.14,09.03.17,1,272,1,11,4,2547267,212198770,17.03.17,99,7,17.03.17,80,21.06.14,0,0,1000,992,68,12,1361,0,0,FALSE
2549240,10479722,37,Tyriar/pathfinding-visualiser,JavaScript,14.10.12,28.07.16,38886,1,1,1,26.06.14,31.05.15,1,209,1,13,3,2549240,147981655,28.07.16,173,2,28.07.16,124,27.06.14,0,0,762,339,123,1,1976,0,0,FALSE
2568497,10473489,2,kazupon/socket.io-zeromq-server,JavaScript,25.06.14,02.07.14,140907,1,1,1,26.06.14,26.06.14,1,198,1,1,1,2568497,28975849,02.07.14,5,1,03.07.14,6,25.06.14,0,0,7,0,6,0,1357,0,1,FALSE
2568573,10998115,1,opener-project/constituent-parser-de,Python,27.04.13,12.01.15,173113,1,1,1,26.11.14,27.11.14,1,176,1,2,1,2568573,46716926,12.01.15,58,4,12.01.15,4,26.11.14,0,0,47,1,4,0,1781,0,0,FALSE
2568593,10532689,5,opener-project/opinion-detector-basic,Ruby,12.11.13,28.03.17,99906,1,1,1,26.11.14,27.11.14,1,83,1,2,1,2568593,215862134,28.03.17,131,7,28.03.17,18,26.11.14,0,0,853,1,18,0,1582,0,0,FALSE
2568934,10474472,58,iheartradio/ShinyBuilder,JavaScript,22.05.14,05.09.14,30502,1,1,1,25.06.14,25.06.14,0,156,1,4,1,2568934,34536742,05.09.14,47,6,26.04.16,16,25.06.14,0,1,72,0,12,4,1391,1,599,TRUE
2572867,10735355,1,wp-pay-gateways/sisow,PHP,24.06.14,10.04.17,172543,1,1,1,28.06.14,05.02.16,1,1608,1,4,15,2572867,220476860,10.04.17,117,4,20.10.16,126,28.06.14,0,0,1017,587,126,0,1358,0,-172,FALSE
2572870,10488445,1,wp-pay-gateways/ogone,PHP,24.06.14,15.03.17,172159,1,1,1,26.06.14,15.03.17,1,1232,2,7,15,2572870,211369567,15.03.17,189,5,15.03.17,166,26.06.14,0,0,993,993,165,1,1358,0,0,FALSE
2580587,10504658,10,HSLdevcom/parkandrideAPI,Java,27.06.14,12.04.17,73910,1,1,1,06.09.14,18.09.15,1,795,4,37,1,2580587,221341967,12.04.17,2149,15,07.10.16,2113,15.09.14,0,0,940,377,1532,581,1355,0,-187,FALSE
